"Date","Time","Site","Tracker_ID","ID","Band","Colour_L","Colour_R","Sex","GPS_ID","Lat","Lon","Signal","Gain","Angle","Direction","Receiver","Temperature","Wind","Cloud","Precipitations","Snow_depth","Snow_hardness","Snow_water","Comments","Distance_new","new_lon","new_lat"
2023-12-20,"10:48",6,"AMC","108","2991-40558","Brown/Red","Metal/Red","Female","12-20-2023 NOCA 108",45.46305,-73.63871,151,30,108,"STRAIGHT","OLD",-2,8,100,"0",0,0,0,"",25,-73.6384059898206,45.4629804893611
2023-12-28,"10:25",6,"MG","107","2991-40557","White/White","Metal/Red","Female","12-28-23 NOCA 107",45.46288,-73.64301,208,30,52,"STRAIGHT","NEW",2,20,100,"0",0,0,0,"",25,-73.6427581080804,45.4630184865198
2023-12-28,"11:22",6,"MG","108","2991-40558","Brown/Red","Metal/Red","Female","12-28-23 NOCA 108",45.46186,-73.63499,241,20,166,"UP","NEW",2,22,100,"0",0,0,0,"Right behind solid fence",15,-73.6349436020685,45.4617290450612
2023-12-31,"11:51",6,"MG","108","2991-40558","Brown/Red","Metal/Red","Female","12-31-23 NOCA 108",45.46324,-73.63822,225,20,328,"STRAIGHT","NEW",-5,11,100,"0",0,0,0,"Heard chipping, flying between backyards on opposite sides of the street",15,-73.6383216355472,45.4633544558327
2023-12-31,"12:16",6,"MG","107","2991-40557","White/White","Metal/Red","Female","12-31-23 NOCA 107",45.46469,-73.64299,191,40,34,"GROUND","NEW",-5,11,100,"0",0,0,0,"Deep in someone's backyard",35,-73.642739742779,45.4649510766575
2024-01-02,"9:51",6,"MG","107","2991-40557","White/White","Metal/Red","Female","01-02-24 NOCA 107",45.4651,-73.6422,193,40,225,"UP","NEW",-2,28,100,"0",0,0,0,"Deep in backyard",35,-73.6425164531348,45.4648773205547
2024-01-11,"10:31",6,"MG","107","2991-40557","White/White","Metal/Red","Female","01-11-24 NOCA 107",45.4644,-73.64455,202,30,38,"STRAIGHT","NEW",-5,24,60,"0",0,0,0,"In a backayard that has lots of conifers",25,-73.6443531950403,45.4645772548001
2024-01-11,"11:00",6,"MG","108","2991-40558","Brown/Red","Metal/Red","Female","01-11-24 NOCA 108",45.46244,-73.63453,250,10,149,"STRAIGHT","NEW",-5,22,70,"0",0,0,0,"I got super close, heard chipping and signal moved frequently so bird is still ok",10,-73.6344641468755,45.4623628755413
2024-01-18,"1:48",6,"MG","108","2991-40558","Brown/Red","Metal/Red","Female","01-18-24 NOCA 108",45.46178,-73.63506,232,20,125,"STRAIGHT","NEW",-7,19,100,"0",0,0,0,"Has been in this backyard before",15,-73.6349028958134,45.4617025877583
2024-01-27,"8:38",6,"MG","108","2991-40558","Brown/Red","Metal/Red","Female","01-27-24 NOCA 108",45.46211,-73.63666,240,20,221,"UP","NEW",-1,13,100,"0",0,0,0,"Heard HoSp, AmRo, and multiple male cardinals singing",15,-73.6367858254528,45.4620081413607
2024-01-27,"9:06",6,"MG","107","2991-40557","White/White","Metal/Red","Female","01-27-24 NOCA 107",45.46531,-73.6426,195,40,191,"UP","NEW",-1,13,100,"0",0,0,0,"Deep in backyard, lots of cedar hedges",35,-73.642685393378,45.4650008701934
2024-02-03,"10:20",6,"MG","108","2991-40558","Brown/Red","Metal/Red","Female","02-03-24 NOCA 108",45.46339,-73.63755,250,10,63,"UP","NEW",-6,11,100,"0",0,0,0,"Saw 108, hanging out with 2 males and 1 female, chipping in a tree",10,-73.6374360731385,45.4634308481611
2024-02-08,"11:47",6,"MG","108","2991-40558","Brown/Red","Metal/Red","Female","02-08-24 NOCA 108",45.46248,-73.63495,240,30,198,"STRAIGHT","NEW",2,15,0,"0",9.5,3,4,"Moving a lot, heard chipping",25,-73.6350487776476,45.4622660694292
2024-02-11,"11:21",6,"MG","108","2991-40558","Brown/Red","Metal/Red","Female","02-11-24 NOCA 108",45.46385,-73.63631,200,30,227,"STRAIGHT","NEW",3,28,100,"0",9.5,3,4,"Heard chipping",25,-73.6365437839877,45.4636965911768
2024-02-15,"10:29",6,"MG","108","2991-40558","Brown/Red","Metal/Red","Female","02-15-24 NOCA 108",45.46202,-73.63409,192,40,242,"STRAIGHT","NEW",-8,17,10,"0",0,0,0,"Inbackyard with tall conifers",35,-73.634485126587,45.461872155285
2024-02-16,"10:23",6,"AMC","108","2991-40558","Brown/Red","Metal/Red","Female","02-16-2024 NOCA 108",45.4628,-73.63595,179,20,187,"UP","OLD",-5,12,100,"0.04",NA,0,0,"In cedar in front of house.",15,-73.6359733735731,45.4626660420853
2024-02-17,"11:45",6,"MG","108","2991-40558","Brown/Red","Metal/Red","Female","02-17-24 NOCA 108",45.46182,-73.63503,203,30,153,"GROUND","NEW",-9,26,0,"0",7,1,2,"In backyard, probably on the ground",25,-73.6348848830586,45.4616195769941
2024-02-22,"11:05",6,"MG","108","2991-40558","Brown/Red","Metal/Red","Female","02-22-24 NOCA 108",45.46194,-73.6349,207,30,91,"STRAIGHT","NEW",0,7,100,"0.1",1.5,1,4,"Same backyard as last week, can hear chipping, precipitation is hail-like",25,-73.6345803993668,45.4619360738106
2024-02-23,"3:42",6,"MG","108","2991-40558","Brown/Red","Metal/Red","Female","02-23-24 NOCA 108",45.46324,-73.63687,225,30,19,"STRAIGHT","NEW",7,11,100,"0",0,0,0,"",25,-73.6367659295714,45.4634526847406
2024-02-27,"12:51",6,"MG","108","2991-40558","Brown/Red","Metal/Red","Female","02-27-24 NOCA 108",45.46403,-73.63685,241,20,NA,"STRAIGHT","NEW",12,19,10,"0",0,0,0,"Got very close, for some reason I didn't record the angle (not really sure why) I put the angle as NA",15,-73.63685,45.46403
2024-03-01,"11:03",6,"MG","108","2991-40558","Brown/Red","Metal/Red","Female","02-01-24 NOCA 108",45.46337,-73.6351,228,30,47,"UP","NEW",-5,19,70,"0",0,0,0,"I saw 108, she flew above me across the street",25,-73.6348662167281,45.4635234083535
2024-03-08,"10:26",6,"AMC","107","2991-40557","White/White","Metal/Red","Female","03-08-2024 NOCA 107",45.46519,-73.64182,142,30,43,"UP","OLD",3,10,10,"0",0,0,0,"",25,-73.6416019865142,45.4653545103138
2024-03-09,"10:53",6,"MG","107","2991-40557","White/White","Metal/Red","Female","03-09-24 NOCA 107",45.46519,-73.64226,192,40,240,"STRAIGHT","NEW",6,46,90,"0",0,0,0,"Very windy",35,-73.6426475754175,45.4650325415101
2024-03-15,"10:22",6,"AMC","107","2991-40557","White/White","Metal/Red","Female","03-15-2024 NOCA 107",45.46548,-73.64286,143,30,203,"UP","OLD",5,15,100,"0",0,0,0,"In cedar between properties.",25,-73.6429849043069,45.4652729418
