"COM_NAME","SPECIES_CODE","Count_yr","SpeciesNumber","NumberByPartyHours","ReportingCounts","ReportingObservers","Province_State","year"
"Northern Cardinal","norcar",89,15462,2.9282,57,98,"PA",1988
"Northern Cardinal","norcar",90,14798,3.2734,60,90,"PA",1989
"Northern Cardinal","norcar",91,13825,2.953,58,113,"PA",1990
"Northern Cardinal","norcar",92,14442,2.9324,60,107,"PA",1991
"Northern Cardinal","norcar",93,15028,2.896,62,87,"PA",1992
"Northern Cardinal","norcar",94,15000,2.8333,62,89,"PA",1993
"Northern Cardinal","norcar",95,14947,2.8859,62,90,"PA",1994
"Northern Cardinal","norcar",96,16340,3.1375,63,99,"PA",1995
"Northern Cardinal","norcar",97,14385,2.6141,64,120,"PA",1996
"Northern Cardinal","norcar",98,13596,2.4463,66,125,"PA",1997
"Northern Cardinal","norcar",99,14097,2.609,65,109,"PA",1998
"Northern Cardinal","norcar",100,14663,2.5663,67,91,"PA",1999
"Northern Cardinal","norcar",101,14699,3.0115,66,85,"PA",2000
"Northern Cardinal","norcar",102,14783,2.6071,66,88,"PA",2001
"Northern Cardinal","norcar",103,15597,2.8922,66,87,"PA",2002
"Northern Cardinal","norcar",104,15125,2.9393,64,86,"PA",2003
"Northern Cardinal","norcar",105,17217,3.2539,63,98,"PA",2004
"Northern Cardinal","norcar",106,15540,2.799,69,100,"PA",2005
"Northern Cardinal","norcar",107,17276,3.0278,67,102,"PA",2006
"Northern Cardinal","norcar",108,15699,2.9411,70,103,"PA",2007
"Northern Cardinal","norcar",109,17586,3.0586,70,95,"PA",2008
"Northern Cardinal","norcar",110,13678,2.9217,71,87,"PA",2009
"Northern Cardinal","norcar",111,16075,2.9925,70,80,"PA",2010
"Northern Cardinal","norcar",112,13345,2.3363,71,77,"PA",2011
"Northern Cardinal","norcar",113,15657,2.7092,74,109,"PA",2012
"Northern Cardinal","norcar",114,14163,2.7377,76,183,"PA",2013
"Northern Cardinal","norcar",115,15229,2.5301,76,115,"PA",2014
"Northern Cardinal","norcar",116,13345,2.0384,75,151,"PA",2015
"Northern Cardinal","norcar",59,0,0,1,30,"QC",1958
"Northern Cardinal","norcar",59,0,0,1,30,"QC",1958
"Northern Cardinal","norcar",65,1,0.0037,1,52,"QC",1964
"Northern Cardinal","norcar",67,3,0.0124,2,39,"QC",1966
"Northern Cardinal","norcar",68,1,0.0051,1,15,"QC",1967
"Northern Cardinal","norcar",69,4,0.019,3,45,"QC",1968
"Northern Cardinal","norcar",72,1,0.0034,1,10,"QC",1971
"Northern Cardinal","norcar",74,5,0.0117,4,42,"QC",1973
"Northern Cardinal","norcar",75,7,0.0159,2,49,"QC",1974
"Northern Cardinal","norcar",76,3,0.0078,4,39,"QC",1975
"Northern Cardinal","norcar",77,5,0.0128,2,53,"QC",1976
"Northern Cardinal","norcar",78,12,0.022,3,45,"QC",1977
"Northern Cardinal","norcar",79,12,0.017,5,62,"QC",1978
"Northern Cardinal","norcar",80,33,0.0413,5,75,"QC",1979
"Northern Cardinal","norcar",81,25,0.0306,5,96,"QC",1980
"Northern Cardinal","norcar",82,35,0.035,6,103,"QC",1981
"Northern Cardinal","norcar",83,33,0.031,4,109,"QC",1982
"Northern Cardinal","norcar",84,48,0.0466,6,110,"QC",1983
"Northern Cardinal","norcar",85,42,0.0525,4,101,"QC",1984
"Northern Cardinal","norcar",86,52,0.0758,6,121,"QC",1985
"Northern Cardinal","norcar",87,40,0.047,4,67,"QC",1986
"Northern Cardinal","norcar",88,102,0.1146,5,68,"QC",1987
"Northern Cardinal","norcar",89,57,0.0551,9,48,"QC",1988
"Northern Cardinal","norcar",90,125,0.1283,10,68,"QC",1989
"Northern Cardinal","norcar",91,112,0.0944,13,63,"QC",1990
"Northern Cardinal","norcar",92,138,0.1183,11,61,"QC",1991
"Northern Cardinal","norcar",93,83,0.0703,10,49,"QC",1992
"Northern Cardinal","norcar",94,197,0.1701,15,64,"QC",1993
"Northern Cardinal","norcar",95,170,0.1422,15,62,"QC",1994
"Northern Cardinal","norcar",96,307,0.2678,19,67,"QC",1995
"Northern Cardinal","norcar",97,234,0.1959,16,76,"QC",1996
"Northern Cardinal","norcar",98,218,0.1725,15,86,"QC",1997
"Northern Cardinal","norcar",99,285,0.2119,14,68,"QC",1998
"Northern Cardinal","norcar",100,259,0.18,14,114,"QC",1999
"Northern Cardinal","norcar",101,266,0.2011,16,54,"QC",2000
"Northern Cardinal","norcar",102,345,0.234,16,104,"QC",2001
"Northern Cardinal","norcar",103,269,0.1722,18,105,"QC",2002
"Northern Cardinal","norcar",104,446,0.2781,15,108,"QC",2003
"Northern Cardinal","norcar",105,582,0.397,19,96,"QC",2004
"Northern Cardinal","norcar",106,566,0.3756,16,102,"QC",2005
"Northern Cardinal","norcar",107,542,0.3356,18,88,"QC",2006
"Northern Cardinal","norcar",108,761,0.4856,21,69,"QC",2007
"Northern Cardinal","norcar",109,845,0.5081,21,71,"QC",2008
"Northern Cardinal","norcar",110,738,0.4358,22,73,"QC",2009
"Northern Cardinal","norcar",111,918,0.5075,22,72,"QC",2010
"Northern Cardinal","norcar",112,768,0.4075,23,96,"QC",2011
"Northern Cardinal","norcar",113,1228,0.5531,31,93,"QC",2012
"Northern Cardinal","norcar",114,1172,0.6319,25,93,"QC",2013
"Northern Cardinal","norcar",115,1488,0.6884,30,101,"QC",2014
"Northern Cardinal","norcar",116,905,0.3586,27,107,"QC",2015
"Northern Cardinal","norcar",58,1,0.0113,1,11,"VT",1957
"Northern Cardinal","norcar",59,1,0.0227,1,5,"VT",1958
"Northern Cardinal","norcar",60,0,0,2,6,"VT",1959
"Northern Cardinal","norcar",61,0,0,1,4,"VT",1960
"Northern Cardinal","norcar",62,3,0.0195,3,8,"VT",1961
"Northern Cardinal","norcar",63,6,0.0357,3,16,"VT",1962
"Northern Cardinal","norcar",64,21,0.0705,3,25,"VT",1963
"Northern Cardinal","norcar",65,11,0.0389,3,31,"VT",1964
"Northern Cardinal","norcar",66,19,0.0734,2,32,"VT",1965
"Northern Cardinal","norcar",67,37,0.1355,4,35,"VT",1966
"Northern Cardinal","norcar",68,28,0.0924,6,30,"VT",1967
"Northern Cardinal","norcar",69,62,0.2095,5,29,"VT",1968
"Northern Cardinal","norcar",70,56,0.2129,6,18,"VT",1969
"Northern Cardinal","norcar",71,91,0.3487,6,14,"VT",1970
"Northern Cardinal","norcar",72,90,0.3051,6,18,"VT",1971
"Northern Cardinal","norcar",73,89,0.3589,6,20,"VT",1972
"Northern Cardinal","norcar",74,172,0.5119,6,31,"VT",1973
"Northern Cardinal","norcar",75,182,0.3695,8,46,"VT",1974
"Northern Cardinal","norcar",76,439,0.8974,9,53,"VT",1975
"Northern Cardinal","norcar",77,260,0.4213,8,51,"VT",1976
"Northern Cardinal","norcar",78,355,0.5189,9,51,"VT",1977
"Northern Cardinal","norcar",79,258,0.3515,10,44,"VT",1978
"Northern Cardinal","norcar",80,185,0.208,10,49,"VT",1979
"Northern Cardinal","norcar",81,585,0.8042,11,52,"VT",1980
"Northern Cardinal","norcar",82,618,0.8715,12,56,"VT",1981
"Northern Cardinal","norcar",83,377,0.4792,12,45,"VT",1982
"Northern Cardinal","norcar",84,576,0.6699,13,53,"VT",1983
"Northern Cardinal","norcar",85,320,0.3921,13,49,"VT",1984
"Northern Cardinal","norcar",86,524,0.7193,12,45,"VT",1985
"Northern Cardinal","norcar",87,430,0.5653,12,42,"VT",1986
"Northern Cardinal","norcar",88,597,0.8103,13,36,"VT",1987
"Northern Cardinal","norcar",89,961,1.2067,13,33,"VT",1988
"Northern Cardinal","norcar",90,1006,1.2577,14,36,"VT",1989
"Northern Cardinal","norcar",91,999,1.1654,15,33,"VT",1990
"Northern Cardinal","norcar",92,831,0.8532,15,33,"VT",1991
"Northern Cardinal","norcar",93,522,0.6205,14,32,"VT",1992
"Northern Cardinal","norcar",94,985,1.1636,14,28,"VT",1993
"Northern Cardinal","norcar",95,661,0.683,15,39,"VT",1994
"Northern Cardinal","norcar",96,1134,1.2112,14,38,"VT",1995
"Northern Cardinal","norcar",97,470,0.4983,14,38,"VT",1996
"Northern Cardinal","norcar",98,686,0.6443,16,39,"VT",1997
"Northern Cardinal","norcar",99,640,0.6113,15,41,"VT",1998
"Northern Cardinal","norcar",100,643,0.6178,16,44,"VT",1999
"Northern Cardinal","norcar",101,533,0.5519,16,36,"VT",2000
"Northern Cardinal","norcar",101,533,0.5519,16,36,"VT",2000
"Northern Cardinal","norcar",102,880,0.8457,16,42,"VT",2001
"Northern Cardinal","norcar",103,930,0.8881,15,33,"VT",2002
"Northern Cardinal","norcar",104,1006,1.0302,15,38,"VT",2003
"Northern Cardinal","norcar",105,1258,1.1594,16,35,"VT",2004
"Northern Cardinal","norcar",106,1378,1.0785,15,42,"VT",2005
"Northern Cardinal","norcar",107,1051,0.8562,16,40,"VT",2006
"Northern Cardinal","norcar",108,1383,1.1183,16,38,"VT",2007
"Northern Cardinal","norcar",109,1347,1.1003,17,60,"VT",2008
"Northern Cardinal","norcar",110,1303,1.0124,16,56,"VT",2009
"Northern Cardinal","norcar",111,1416,1.0815,17,48,"VT",2010
"Northern Cardinal","norcar",112,798,0.685,17,57,"VT",2011
"Northern Cardinal","norcar",113,1623,1.0927,18,64,"VT",2012
"Northern Cardinal","norcar",114,1315,1.047,18,55,"VT",2013
"Northern Cardinal","norcar",115,1980,1.5729,19,54,"VT",2014
"Northern Cardinal","norcar",116,1212,0.9654,19,61,"VT",2015
