Date,Time,Site,Tracker_ID,NOCA_ID,Band,Colour_L,Colour_R,Sex,GPS_ID,Lat,Lon,Signal,Gain,Angle,Direction,Receiver,Temperature,Wind,Cloud,Precipitations,Snow_depth,Snow_hardness,Snow_water
12-20-2024,11:05,5,FPL,634,2991-46013,Black/White,Metal/Yellow,F,12-20-24 NOCA 634,45.46154,-73.64184,141,40,69,STRAIGHT,OLD,-8,13,100,0,"0,7",1,0
12-20-2024,11:30,6,FPL,633,2991-46010,Green/White,Metal/Green,M,12-20-24 NOCA 633,45.46367,-73.64296,140,40,200,STRAIGHT,OLD,-7,14,100,0,"0,7",1,0
12-20-2024,12:30,5,FPL,616,2651-73140,Blue/White,Metal/Yellow,F,12-20-24 NOCA 616,45.45822,-73.63502,179,40,345,STRAIGHT,OLD,-7,13,100,0,"0,7",1,0
12-20-2024,12:30,5,FPL,626,2991-46005,Yellow/White,Metal/Yellow,F,12-20-24 NOCA 626,45.45820,-73.63503,148,40,345,STRAIGHT,OLD,-7,13,100,0,"0,7",1,0
12-26-2024,12:30,6,FPL,619,2651-73193,Red/Green,Metal/Yellow,F,12-26-24 NOCA 619,45.44957,-73.63894,144,40,15,UP,OLD,-8,4,0,0,23,1,0
12-26-2024,13:09,5,FPL,616,2651-73140,Blue/White,Metal/Yellow,F,12-26-24 NOCA 616,45.45678,-73.63608,155,40,189,GROUND,OLD,-8,4,0,0,23,1,0
12-26-2024,14:07,5,FPL,626,2991-46005,Yellow/White,Metal/Yellow,F,12-26-24 NOCA 626,45.46061,-73.64007,143,40,155,UP,OLD,-8,4,80,0,23,1,0
12-26-2024,14:23,6,FPL,633,2991-46010,Green/White,Metal/Green,M,12-26-24 NOCA 633,45.46344,-73.64240,143,40,216,STRAIGHT,OLD,-8,4,100,0,23,1,0
12-26-2024,14:35,5,FPL,634,2991-46013,Black/White,Metal/Yellow,F,12-26-24 NOCA 634,45.46343,-73.64241,141,40,32,STRAIGHT,OLD,-8,4,100,0,23,1,0
12-26-2024,14:55,6,FPL,610,2651-73176,Blue/Blue,Metal/Yellow,F,12-26-24 NOCA 610,45.46115,-73.65002,169,30,50,STRAIGHT,OLD,-8,4,30,0,23,1,0
12-31-2024,8:47,6,AMC,610,2651-73176,Blue/Blue,Metal/Yellow,F,12-31-2024 NOCA610,45.46156,-73.65118,204,40,26,STRAIGHT,NEW,2,15,100,0,0,0,0
12-31-2024,9:12,6,AMC,633,2991-46010,Green/White,Metal/Green,M,12-31-24 NOCA633,45.46284,-73.64234,208,40,350,STRAIGHT,NEW,2,15,100,0,0,0,0
12-31-2024,9:24,5,AMC,634,2991-46013,Black/White,Metal/Yellow,F,12-31-24 NOCA634,45.46169,-73.64207,200,40,40,STRAIGHT,NEW,3,15,100,0,0,0,0
12-31-2024,9:39,5,AMC,626,2991-46005,Yellow/White,Metal/Yellow,F,12-31-24 NOCA626,45.46067,-73.63933,244,20,42,GROUND,NEW,3,14,100,0,0,0,0
12-31-2024,10:17,5,AMC,616,2651-73140,Blue/White,Metal/Yellow,F,12-31-24 NOCA616,45.45783,-73.63399,214,30,180,GROUND,NEW,3,14,100,0,0,0,0
01-04-2025,11:48,6,FPL,610,2651-73176,Blue/Blue,Metal/Yellow,F,01-04-25 NOCA 610,45.46101,-73.65145,142,40,78,STRAIGHT,OLD,-10,20,100,0,0,0,0
01-04-2025,12:05,5,FPL,634,2991-46013,Black/White,Metal/Yellow,F,01-04-25 NOCA 634,45.46093,-73.65144,140,40,50,STRAIGHT,OLD,-9,20,100,0,0,0,0
01-04-2025,12:43,5,FPL,626,2991-46005,Yellow/White,Metal/Yellow,F,01-04-25 NOCA 626,45.46058,-73.63937,157,30,212,STRAIGHT,OLD,-9,20,100,0,0,0,0
01-04-2025,13:09,5,FPL,616,2651-73140,Blue/White,Metal/Yellow,F,01-04-25 NOCA 616,45.45845,-73.63303,180,20,99,STRAIGHT,OLD,-9,20,100,0,0,0,0
01-04-2025,14:15,6,FPL,619,2651-73193,Red/Green,Metal/Yellow,F,01-04-25 NOCA 619,45.45037,-73.63975,142,40,102,STRAIGHT,OLD,-9,20,100,0,0,0,0
01-07-2025,11:50,6,FPL,610,2651-73176,Blue/Blue,Metal/Yellow,F,01-07-25 NOCA 610,45.46095,-73.64984,146,40,211,STRAIGHT,OLD,-7,22,100,0,4,1,0
01-07-2025,12:00,5,FPL,634,2991-46013,Black/White,Metal/Yellow,F,01-07-25 NOCA 634,45.46169,-73.64213,141,40,67,STRAIGHT,OLD,-7,22,100,0,4,1,0
01-07-2025,12:15,5,FPL,626,2991-46005,Yellow/White,Metal/Yellow,F,01-07-25 NOCA 626,45.46025,-73.63988,145,40,46,STRAIGHT,OLD,-7,22,100,0,4,1,0
01-07-2025,14:38,6,FPL,619,2651-73193,Red/Green,Metal/Yellow,F,01-07-25 NOCA 619,45.45034,-73.63976,140,40,45,UP,OLD,-6,23,100,0,4,1,0
01-14-2025,11:17,5,AMC,626,2991-46005,Yellow/White,Metal/Yellow,F,01-14-25 NOCA626,45.46012,-73.63943,220,30,194,STRAIGHT,NEW,-4,25,100,0,NA,NA,NA
01-14-2025,11:46,5,AMC,634,2991-46013,Black/White,Metal/Yellow,F,01-14-25 NOCA634,45.46139,-73.64127,183,40,18,STRAIGHT,NEW,-4,24,100,0,NA,NA,NA
01-14-2025,12:06,6,AMC,618b,2991-46007,Green/Green,Metal/Yellow,F,01-14-25 NOCA618B,45.46629,-73.64233,191,40,25,STRAIGHT,NEW,-4,24,100,0,NA,NA,NA
01-11-2025,9:50,6,FPL,610,2651-73176,Blue/Blue,Metal/Yellow,F,01-11-25 NOCA 610,45.46088,-73.64884,157,30,33,UP,OLD,-8,6,100,0.2,4,1,0
01-11-2025,10:05,5,FPL,626,2991-46005,Yellow/White,Metal/Yellow,F,01-11-25 NOCA 626,45.46059,-73.64002,145,40,134,STRAIGHT,OLD,-7,5,100,0.2,4,1,0
01-11-2025,10:36,5,FPL,634,2991-46013,Black/White,Metal/Yellow,F,01-11-25 NOCA 634,45.46199,-73.64105,140,40,254,STRAIGHT,OLD,-8,6,100,0.2,4,1,0
01-11-2025,11:50,6,FPL,619,2651-73193,Red/Green,Metal/Yellow,F,01-11-25 NOCA 619,45.45054,-73.64223,159,20,335,UP,OLD,-6,7,100,0.2,4,1,0
01-13-2025,13:25,6,FPL,618b,2991-46007,Green/Green,Metal/Yellow,F,01-13-25 NOCA 618B,45.46629,-73.64201,159,40,54,STRAIGHT,OLD,-1,8,100,0.2,6,1,0
01-13-2025,14:15,5,FPL,626,2991-46005,Yellow/White,Metal/Yellow,F,01-13-25 NOCA 626,45.46021,-73.64041,148,40,135,STRAIGHT,OLD,-1,8,100,0.7,6,1,0
01-15-2025,10:50,6,FPL,619,2651-73193,Red/Green,Metal/Yellow,F,01-15-25 NOCA 619,45.44980,-73.63984,180,20,112,UP,OLD,-8,16,100,0,9,1,0
01-15-2025,11:20,6,FPL,610,2651-73176,Blue/Blue,Metal/Yellow,F,01-15-25 NOCA 610,45.46093,-73.64945,168,30,35,UP,OLD,-8,16,100,0,9,1,0
01-18-2025,10:20,6,FPL,618b,2991-46007,Green/Green,Metal/Yellow,F,01-18-25 NOCA 618B,45.46624,-73.64229,148,40,54,STRAIGHT,OLD,1,17,100,0,6,1,0
01-18-2025,11:00,5,FPL,634,2991-46013,Black/White,Metal/Yellow,F,01-18-25 NOCA 634,45.46213,-73.64132,146,40,140,UP,OLD,2,18,100,0,6,1,0
01-18-2025,11:20,5,FPL,626,2991-46005,Yellow/White,Metal/Yellow,F,01-18-25 NOCA 626,45.46015,-73.63821,150,40,180,STRAIGHT,OLD,2,18,100,0,6,1,0
01-18-2025,12:50,6,FPL,619,2651-73193,Red/Green,Metal/Yellow,F,01-18-25 NOCA 619,45.44939,-73.63920,101,50,159,STRAIGHT,OLD,3,18,30,0,6,1,0
01-25-2025,11:29,6,FPL,610,2651-73176,Blue/Blue,Metal/Yellow,F,01-25-25 NOCA 610,45.46036,-73.64994,148,30,12,STRAIGHT,OLD,-11,6,90,0,8,1,0
01-25-2025,11:56,5,FPL,634,2991-46013,Black/White,Metal/Yellow,F,01-25-25 NOCA 634,45.46158,-73.64190,151,40,38,STRAIGHT,OLD,-10,6,50,0,8,1,0
01-25-2025,12:19,5,FPL,626,2991-46005,Yellow/White,Metal/Yellow,F,01-25-25 NOCA 626,45.46025,-73.63988,163,20,32,GROUND,OLD,-10,6,90,0,8,1,0
01-25-2025,14:30,6,FPL,619,2651-73193,Red/Green,Metal/Yellow,F,01-25-25 NOCA 619,45.45041,-73.64000,157,20,200,STRAIGHT,OLD,-7,7,100,0,8,1,0
01-27-2025,13:30,6,FPL,619,2651-73193,Red/Green,Metal/Yellow,F,01-27-25 NOCA 619,45.44927,-73.63944,140,40,160,STRAIGHT,OLD,1,37,100,0,7,1,0
01-27-2025,14:20,5,FPL,626,2991-46005,Yellow/White,Metal/Yellow,F,01-27-25 NOCA 626,45.46052,-73.63918,159,30,180,STRAIGHT,OLD,1,40,100,0,7,1,0
01-27-2025,14:57,5,FPL,634,2991-46013,Black/White,Metal/Yellow,F,01-27-25 NOCA 634,45.46280,-73.64056,142,40,210,STRAIGHT,OLD,1,40,100,0,7,1,0
01-27-2025,15:24,6,FPL,610,2651-73176,Blue/Blue,Metal/Yellow,F,01-27-25 NOCA 610,45.46111,-73.65006,159,40,90,STRAIGHT,OLD,1,40,100,0,7,1,0
02-05-2025,11:50,5,FPL,626,2991-46005,Yellow/White,Metal/Yellow,F,02-05-25 NOCA 626,45.46021,-73.63958,149,30,50,STRAIGHT,OLD,-14,15,0,0,17,1,0
02-05-2025,12:10,5,FPL,634,2991-46013,Black/White,Metal/Yellow,F,02-05-25 NOCA 634,45.46199,-73.64059,156,30,36,STRAIGHT,OLD,-14,15,0,0,17,1,0
02-05-2025,12:50,6,FPL,610,2651-73176,Blue/Blue,Metal/Yellow,F,02-05-25 NOCA 610,45.46118,-73.65046,165,30,250,STRAIGHT,OLD,-14,15,0,0,17,1,0
02-08-2025,13:38,6,FPL,610,2651-73176,Blue/Blue,Metal/Yellow,F,02-08-25 NOCA 610,45.46121,-73.65040,143,40,222,STRAIGHT,OLD,-5,13,20,0,19,1,0
02-08-2025,14:00,5,FPL,626,2991-46005,Yellow/White,Metal/Yellow,F,02-08-25 NOCA 626,45.46054,-73.63918,170,20,230,STRAIGHT,OLD,-5,13,50,0,19,1,0
02-08-2025,14:15,5,FPL,634,2991-46013,Black/White,Metal/Yellow,F,02-08-25 NOCA 634,45.46256,-73.64005,149,30,231,STRAIGHT,OLD,-5,13,10,0,19,1,0
02-10-2025,12:21,6,FPL,610,2651-73176,Blue/Blue,Metal/Yellow,F,02-10-25 NOCA 610,45.46125,-73.65040,149,30,220,STRAIGHT,OLD,-7,14,10,0,22,1,0
02-10-2025,12:50,5,FPL,626,2991-46005,Yellow/White,Metal/Yellow,F,02-10-25 NOCA 626,45.46054,-73.63912,157,20,230,STRAIGHT,OLD,-7,14,20,0,22,1,0
02-10-2025,13:15,5,FPL,634,2991-46013,Black/White,Metal/Yellow,F,02-10-25 NOCA 634,45.46260,-73.64028,148,30,150,STRAIGHT,OLD,-7,14,20,0,22,1,0
02-12-2025,12:50,6,FPL,610,2651-73176,Blue/Blue,Metal/Yellow,F,02-12-25 NOCA 610,45.46070,-73.65020,157,30,34,STRAIGHT,OLD,-12,11,0,0,"19,8",1,0
02-12-2025,13:10,5,FPL,634,2991-46013,Black/White,Metal/Yellow,F,02-12-25 NOCA 634,45.46276,-73.64053,141,40,172,STRAIGHT,OLD,-12,11,0,0,"19,8",1,0
02-12-2025,13:30,5,FPL,626,2991-46005,Yellow/White,Metal/Yellow,F,02-12-25 NOCA 626,45.46022,-73.63978,143,40,34,STRAIGHT,OLD,-12,11,0,0,"19,8",1,0
02-15-2025,14:25,5,FPL,626,2991-46005,Yellow/White,Metal/Yellow,F,02-15-25 NOCA 626,45.46026,-73.63987,140,40,50,STRAIGHT,OLD,-7,13,100,0,31,2,0
02-19-2025,14:00,6,FPL,610,2651-73176,Blue/Blue,Metal/Yellow,F,02-19-25 NOCA 610,45.46049,-73.65027,145,30,54,STRAIGHT,OLD,-10,20,0,0,46,2,0
02-19-2025,14:46,5,FPL,634,2991-46013,Black/White,Metal/Yellow,F,02-19-25 NOCA 634,45.46110,-73.63974,161,30,350,STRAIGHT,OLD,-10,20,0,0,46,2,0
02-21-2025,10:48,6,AMC,610,2651-73176,Blue/Blue,Metal/Yellow,F,NA,45.46045,-73.65010,190,40,36,UP,NEW,-8,17,80,0,NA,NA,NA
02-21-2025,11:21,5,AMC,634,2991-46013,Black/White,Metal/Yellow,F,NA,45.46082,-73.63945,230,30,10,STRAIGHT,NEW,-7,18,30,0,NA,NA,NA
02-22-2025,9:08,6,AMC,610,2651-73176,Blue/Blue,Metal/Yellow,F,NA,45.46054,-73.65036,231,30,44,STRAIGHT,NEW,-12,13,0,0,NA,NA,NA
02-22-2025,9:48,5,AMC,634,2991-46013,Black/White,Metal/Yellow,F,02-22-2025 NOCA634,45.46231,-73.63926,182,50,203,STRAIGHT,NEW,-10,13,0,0,NA,NA,NA
03-01-2025,11:53,6,AMC,610,2651-73176,Blue/Blue,Metal/Yellow,F,03-01-25 NOCA 610,45.46036,-73.64991,210,30,43,STRAIGHT,NEW,2,24,100,10,NA,NA,NA
03-01-2025,12:09,5,AMC,634,2991-46013,Black/White,Metal/Yellow,F,03-01-25 NOCA634,45.46044,-73.64085,210,30,62,STRAIGHT,NEW,2,26,100,10,NA,NA,NA
03-04-2025,11:57,6,AMC,610,2651-73176,Blue/Blue,Metal/Yellow,F,03-04-25 NOCA 610,45.46047,-73.65009,198,40,320,STRAIGHT,NEW,2,11,100,0,NA,NA,NA
03-04-2025,12:20,5,AMC,634,2991-46013,Black/White,Metal/Yellow,F,03-04-25 NOCA634,45.46121,-73.64063,197,40,44,STRAIGHT,NEW,2,11,100,0,NA,NA,NA
03-06-2025,9:00,6,FPL,610,2651-73176,Blue/Blue,Metal/Yellow,F,03-06-25 NOCA 610,45.46040,-73.65017,147,40,30,STRAIGHT,OLD,3,23,100,"0,1",24,2,0
03-06-2025,9:30,5,FPL,634,2991-46013,Black/White,Metal/Yellow,F,03-06-25 NOCA 634,45.46159,-73.64001,154,30,243,STRAIGHT,OLD,3,23,100,"0,1",24,2,0
03-08-2025,12:00,5,FPL,634,2991-46013,Black/White,Metal/Yellow,F,03-08-25 NOCA 634,45.46242,-73.64005,146,30,240,STRAIGHT,OLD,-7,30,60,0,22,4,0
03-08-2025,13:00,6,FPL,610,2651-73176,Blue/Blue,Metal/Yellow,F,03-08-25 NOCA 610,45.46047,-73.65030,141,40,30,STRAIGHT,OLD,-7,30,50,0,22,4,0
03-12-2025,12:00,5,FPL,634,2991-46013,Black/White,Metal/Yellow,F,03-12-25 NOCA 634,45.46152,-73.64014,160,30,214,STRAIGHT,OLD,-4,7,0,0,12,5,0
03-12-2025,13:39,6,FPL,610,2651-73176,Blue/Blue,Metal/Yellow,F,03-12-25 NOCA 610,45.45907,-73.65459,169,20,155,STRAIGHT,OLD,-3,4,30,0,12,5,0
03-19-2025,13:52,6,FPL,610,2651-73176,Blue/Blue,Metal/Yellow,F,03-19-25 NOCA 610,45.46159,-73.63998,170,20,230,STRAIGHT,OLD,14,15,20,0,0,0,0
03-19-2025,14:12,5,FPL,639,2991-46008,Brown/Blue,Metal/Yellow,F,03-19-25 NOCA 639,45.46039,-73.64078,146,30,35,UP,OLD,14,15,20,0,0,0,0
03-22-2025,11:15,6,FPL,610,2651-73176,Blue/Blue,Metal/Yellow,F,03-22-25 NOCA 610,45.46085,-73.64041,193,20,235,STRAIGHT,OLD,7,11,10,0,0,0,0
03-26-2025,10:00,6,FPL,610,2651-73176,Blue/Blue,Metal/Yellow,F,03-26-25 NOCA 610,45.46087,-73.64040,168,20,215,STRAIGHT,OLD,2,16,90,0,0,0,0
03-29-2025,11:05,6,FPL,610,2651-73176,Blue/Blue,Metal/Yellow,F,03-29-25 NOCA 610,45.46089,-73.64034,167,20,235,STRAIGHT,OLD,-2,16,100,0,1,0,0
04-02-2025,10:00,6,FPL,610,2651-73176,Blue/Blue,Metal/Yellow,F,04-02-25 NOCA 610,45.46103,-73.64039,146,30,65,UP,OLD,-2,10,0,0,0,0,0
04-09-2025,16:15,6,FPL,610,2651-73176,Blue/Blue,Metal/Yellow,F,04-09-25 NOCA 610,45.45855,-73.65434,140,40,220,STRAIGHT,OLD,2,21,20,0,0,0,0
04-12-2025,13:34,6,FPL,610,2651-73176,Blue/Blue,Metal/Yellow,F,04-12-25 NOCA 610,45.45775,-73.65402,144,40,42,STRAIGHT,OLD,10,12,90,0,0,0,0
04-18-2025,16:06,6,FPL,610,2651-73176,Blue/Blue,Metal/Yellow,F,04-18-25 NOCA 610,45.45787,-73.65451,144,40,35,STRAIGHT,OLD,14,14,100,0,0,0,0
04-23-2025,13:30,6,FPL,610,2651-73176,Blue/Blue,Metal/Yellow,F,04-23-25 NOCA 610,45.45712,-73.65614,142,40,10,GROUND,OLD,12,20,40,0,0,0,0
04-25-2025,10:20,6,FPL,610,2651-73176,Blue/Blue,Metal/Yellow,F,04-25-25 NOCA 610,45.45792,-73.65444,144,40,0,STRAIGHT,OLD,11,13,80,0,0,0,0
04-30-2025,13:48,6,FPL,610,2651-73176,Blue/Blue,Metal/Yellow,F,04-30-25 NOCA 610,45.45763,-73.65391,141,40,30,STRAIGHT,OLD,9,18,0,0,0,0,0
05-09-2025,10:45,6,FPL,610,2651-73176,Blue/Blue,Metal/Yellow,F,05-09-25 NOCA 610,45.45780,-73.65443,166,20,200,STRAIGHT,OLD,6,17,100,0,0,0,0
05-13-2025,13:50,6,FPL,610,2651-73176,Blue/Blue,Metal/Yellow,F,05-13-25 NOCA 610,45.45770,-73.65406,152,30,44,STRAIGHT,OLD,23,14,30,0,0,0,0
05-20-2025,14:02,6,FPL,610,2651-73176,Blue/Blue,Metal/Yellow,F,05-20-25 NOCA 610,45.45765,-73.65398,141,30,185,STRAIGHT,OLD,12,11,100,0,0,0,0
05-27-2025,13:30,6,FPL,610,2651-73176,Blue/Blue,Metal/Yellow,F,05-27-25 NOCA 610,45.45771,-73.65401,146,40,37,STRAIGHT,OLD,24,9,0,0,0,0,0
10-14-2024,9:39,3,AMC,611,2651-73175,Blue/Red,Metal/Yellow,F,NA,45.41098,-73.93054,NA,NA,NA,NA,NEW,6,23,100,1,0,0,0
10-16-2024,10:14,3,AMC,611,2651-73175,Blue/Red,Metal/Yellow,F,10-16-24 NOCA 611,45.40971,-73.92590,218,30,189,STRAIGHT,NEW,7,17,90,0,0,0,0
10-18-2024,9:19,3,LF,611,2651-73175,Blue/Red,Metal/Yellow,F,10-18-24 NOCA611,45.40961,-73.92002,199,30,180,STRAIGHT,NEW,6,6,0,0,0,0,0
10-21-2024,9:35,4,AMC,614,2651-73185,Blue/Green,Metal/Yellow,F,10-21-24 NOCA 614,45.41236,-73.92892,NA,NA,NA,NA,NEW,15,20,10,0,0,0,0
10-22-2024,9:19,4,AMC,614,2651-73185,Blue/Green,Metal/Yellow,F,10-22-24 NOCA 614,45.41060,-73.93065,207,30,300,UP,NEW,12,10,20,0,0,0,0
10-23-2024,11:47,4,AMC,608,2651-73186,Blue/Black,Metal/Yellow,F,10-23-24 NOCA 608,45.41225,-73.92889,NA,NA,NA,NA,NEW,22,24,100,0,0,0,0
10-24-2024,10:17,4,AMC,609,2651-731102,Blue/Blue,Metal/Green,M,10-24-24 NOCA 609,45.41236,-73.92892,NA,NA,NA,NA,NEW,9,8,0,0,0,0,0
10-24-2024,14:25,4,LF,608,2651-73186,Blue/Black,Metal/Yellow,F,10-24-24 NOCA608,45.41086,-73.93038,191,30,112,UP,NEW,12,7,0,0,0,0,0
10-24-2024,15:30,4,LF,614,2651-73185,Blue/Green,Metal/Yellow,F,10-24-24 NOCA614,45.40733,-73.93259,209,30,309,UP,NEW,12,8,5,0,0,0,0
10-24-2024,16:00,4,LF,609,2651-731102,Blue/Blue,Metal/Green,M,10-24-24 NOCA609,45.41090,-73.92612,231,20,103,STRAIGHT,NEW,12,8,2,0,0,0,0
10-25-2024,8:55,3,AMC,617,2991-45868,Red/Yellow,Metal/Yellow,F,10-25-24 NOCA 617,45.11100,-73.93052,NA,NA,NA,NA,NEW,4,4,0,0,0,0,0
10-25-2024,10:21,3,AMC,618,2651-73190,Blue/Yellow,Metal/Green,M,10-25-24 NOCA 618,45.41100,-73.93049,NA,NA,NA,NA,NEW,6,4,0,0,0,0,0
10-26-2024,8:20,4,LF,608,2651-73186,Blue/Black,Metal/Yellow,F,10-26-24 NOCA608,45.41061,-73.93069,231,20,278,STRAIGHT,NEW,9,22,40,0,0,0,0
10-26-2024,8:40,3,LF,617,2991-45868,Red/Yellow,Metal/Yellow,F,10-26-24 NOCA617,45.40898,-73.93304,229,30,120,UP,NEW,8,22,30,0,0,0,0
10-26-2024,8:50,4,LF,614,2651-73185,Blue/Green,Metal/Yellow,F,10-26-24 NOCA614,45.40770,-73.93326,250,10,116,STRAIGHT,NEW,8,22,20,0,0,0,0
10-26-2024,10:20,3,LF,618,2651-73190,Blue/Yellow,Metal/Green,M,10-26-24 NOCA618,45.40833,-73.93243,166,30,300,UP,NEW,8,22,60,0,0,0,0
10-26-2024,10:45,4,LF,609,2651-731102,Blue/Blue,Metal/Green,M,10-26-24 NOCA609,45.41340,-73.93025,156,50,20,UP,NEW,8,23,40,0,0,0,0
10-29-2024,9:55,4,AMC,620,2651-73197,Red/Black,Metal/Yellow,F,10-29-24 NOCA 620,45.41225,-73.92884,NA,NA,NA,NA,NEW,4,13,100,0,0,0,0
10-31-2024,8:53,4,AMC,623,2991-46001,Yellow/Yellow,Metal/Yellow,F,10-31-24 NOCA 623,45.41225,-73.92889,NA,NA,NA,NA,NEW,17,21,10,0,0,0,0
11-01-2024,10:33,4,AMC,620,2651-73197,Red/Black,Metal/Yellow,F,11-01-24 NOCA620,45.41319,-73.92670,182,40,336,UP,NEW,14,30,100,1,0,0,0
11-01-2024,11:00,4,AMC,623,2651-73197,Red/Black,Metal/Yellow,F,11-01-24 NOCA623,45.41355,-73.92982,181,60,317,UP,NEW,14,31,90,1,0,0,0
11-01-2024,10:35,4,LF,614,2651-73185,Blue/Green,Metal/Yellow,F,11-01-24 NOCA614,45.40724,-73.93333,169,40,300,UP,NEW,16,29,95,0.1,0,0,0
11-01-2024,11:30,3,LF,618,2651-73190,Blue/Yellow,Metal/Green,M,11-01-24 NOCA618,45.40836,-73.93272,219,20,266,UP,NEW,16,31,90,0,0,0,0
11-01-2024,12:30,3,LF,617,2991-45868,Red/Yellow,Metal/Yellow,F,11-01-24 NOCA617,45.41063,-73.93279,237,20,270,UP,NEW,15,40,40,0,0,0,0
11-03-2024,8:15,4,LF,620,2651-73197,Red/Black,Metal/Yellow,F,11-03-24 NOCA620,45.41371,-73.92822,234,20,145,STRAIGHT,NEW,-2,6,0,0,0,0,0
11-03-2024,8:30,4,LF,623,2991-46001,Yellow/Yellow,Metal/Yellow,F,11-03-24 NOCA623,45.41297,-73.93201,210,20,230,STRAIGHT,NEW,-2,6,2,0,0,0,0
11-03-2024,9:30,3,LF,617,2991-45868,Red/Yellow,Metal/Yellow,F,11-03-24 NOCA617,45.41100,-73.93039,206,30,126,UP,NEW,0,1,0,0,0,0,0
11-03-2024,9:50,4,LF,608,2651-73186,Blue/Black,Metal/Yellow,F,11-03-24 NOCA608,45.40847,-73.93301,202,30,10,UP,NEW,0,1,1,0,0,0,0
11-03-2024,10:20,4,AMC,627,2991-10810,Blue/White,Metal/Green,M,NA,45.41246,-73.92892,NA,NA,NA,NA,NEW,3,6,0,0,0,0,0
11-03-2024,10:35,4,LF,614,2651-73185,Blue/Green,Metal/Yellow,F,11-03-24 NOCA614,45.40921,-73.93301,201,30,270,UP,NEW,2,2,0,0,0,0,0
11-03-2024,11:00,3,LF,618,2651-73190,Blue/Yellow,Metal/Green,M,11-03-24 NOCA618,45.40837,-73.93268,250,10,275,DOWN,NEW,2,2,1,0,0,0,0
11-06-2024,8:43,4,AMC,632,2991-46009,Green/Black,Metal/Yellow,F,11-06-24 NOCA632,45.41153,-73.92850,NA,NA,NA,NA,NEW,18,31,100,2,0,0,0
11-07-2024,8:50,4,AMC,630,2651-73115,Red/Yellow,Metal/Green,M,11-06-24 NOCA630,45.41263,-73.92874,NA,NA,NA,NA,NEW,7,17,10,0,0,0,0
11-08-2024,9:05,4,LF,630,2651-73115,Red/Yellow,Metal/Green,M,11-08-24 NOCA630,45.41265,-73.92744,190,40,269,UP,NEW,10,27,98,0,0,0,0
11-08-2024,9:40,4,LF,627,2991-10810,Blue/White,Metal/Green,M,11-08-24 NOCA627,45.40660,-73.92874,219,20,60,UP,NEW,11,26,100,0,0,0,0
11-08-2024,10:00,4,LF,614,2651-73185,Blue/Green,Metal/Yellow,F,11-08-24 NOCA614,45.40844,-73.93307,191,30,223,UP,NEW,11,26,98,0,0,0,0
11-08-2024,10:20,4,LF,623,2991-46001,Yellow/Yellow,Metal/Yellow,F,11-08-24 NOCA623,45.41338,-73.93085,213,30,97,STRAIGHT,NEW,10,26,90,0,0,0,0
11-08-2024,10:45,3,LF,617,2991-45868,Red/Yellow,Metal/Yellow,F,11-08-24 NOCA617,45.41151,-73.92912,176,30,235,UP,NEW,10,26,100,0,0,0,0
11-08-2024,11:00,4,LF,620,2651-73197,Red/Black,Metal/Yellow,F,11-08-24 NOCA620,45.41413,-73.92725,215,30,330,UP,NEW,10,26,98,0,0,0,0
11-08-2024,11:30,4,LF,632,2991-46009,Green/Black,Metal/Yellow,F,11-08-24 NOCA632,45.41422,-73.92709,113,70,70,UP,NEW,11,23,80,0,0,0,0
11-10-2024,8:20,4,LF,630,2651-73115,Red/Yellow,Metal/Green,M,11-10-24 NOCA630,45.41257,-73.93036,207,30,231,DOWN,NEW,-1,6,15,0,0,0,0
11-10-2024,9:00,4,LF,632,2991-46009,Green/Black,Metal/Yellow,F,11-10-24 NOCA632,45.41441,-73.92690,126,60,317,UP,NEW,1,6,15,0,0,0,0
11-10-2024,10:00,4,LF,620,2651-73197,Red/Black,Metal/Yellow,F,11-10-24 NOCA620,45.41541,-73.92175,236,20,30,DOWN,NEW,5,2,20,0,0,0,0
11-10-2024,10:40,4,LF,623,2991-46001,Yellow/Yellow,Metal/Yellow,F,11-10-24 NOCA623,45.41318,-73.93147,198,40,288,UP,NEW,8,5,50,0,0,0,0
11-10-2024,10:55,3,LF,617,2991-45868,Red/Yellow,Metal/Yellow,F,11-10-24 NOCA617,45.41263,-73.93250,233,20,296,UP,NEW,8,5,60,0,0,0,0
11-10-2024,12:00,4,LF,627,2991-10810,Blue/White,Metal/Green,M,11-10-24 NOCA627,45.40659,-73.92924,206,30,19,UP,NEW,8,4,100,0,0,0,0
11-12-2024,8:18,3,AMC,629,2991-46011,Red/Green,Metal/Green,M,11-12-24 NOCA629,45.41113,-73.93011,NA,NA,NA,NA,NEW,3,21,10,0,0,0,0
11-12-2024,10:24,4,AMC,631,2991-46012,Black/Black,Metal/Yellow,F,11-12-24 NOCA631,45.41231,-73.02889,NA,NA,NA,NA,NEW,4,21,0,0,0,0,0
11-13-2024,12:14,3,AMC,635,2991-46014,Red/Black,Metal/Green,M,11-13-24 NOCA635,45.41109,-73.93064,NA,NA,NA,NA,NEW,4,13,0,0,0,0,0
11-13-2024,13:00,4,AMC,609,2651-731102,Blue/Blue,Metal/Green,M,NA,45.43008,-73.93825,250,10,0,0,NEW,5,10,0,0,0,0,0
11-13-2024,13:26,3,AMC,637,2991-46015,Red/White,Metal/Green,M,11-13-24 NOCA637,45.41097,-73.93058,NA,NA,NA,NA,NEW,5,10,0,0,0,0,0
