"","Date","ID","Site","randLat","randLon","Winter","Mean_Veg_Height_25_m","Mean_Veg_Height_50_m","Mean_Veg_Height_100_m","Mean_Veg_Height_200_m","Sd_Veg_Height_25_m","Sd_Veg_Height_50_m","Sd_Veg_Height_100_m","Sd_Veg_Height_200_m","mean_Pop_Dens_25_m","mean_Pop_Dens_50_m","mean_Pop_Dens_100_m","mean_Pop_Dens_200_m","mean_Single_House_25_m","mean_Single_House_50_m","mean_Single_House_100_m","mean_Single_House_200_m","mean_Semi_Detached_House_25_m","mean_Semi_Detached_House_50_m","mean_Semi_Detached_House_100_m","mean_Semi_Detached_House_200_m","mean_Row_House_25_m","mean_Row_House_50_m","mean_Row_House_100_m","mean_Row_House_200_m","mean_App_Duplex_25_m","mean_App_Duplex_50_m","mean_App_Duplex_100_m","mean_App_Duplex_200_m","mean_App_Less_5_Storeys_25_m","mean_App_Less_5_Storeys_50_m","mean_App_Less_5_Storeys_100_m","mean_App_Less_5_Storeys_200_m","mean_App_Over_5_Storeys_25_m","mean_App_Over_5_Storeys_50_m","mean_App_Over_5_Storeys_100_m","mean_App_Over_5_Storeys_200_m","sd_Pop_Dens_25_m","sd_Pop_Dens_50_m","sd_Pop_Dens_100_m","sd_Pop_Dens_200_m","sd_Single_House_25_m","sd_Single_House_50_m","sd_Single_House_100_m","sd_Single_House_200_m","sd_Semi_Detached_House_25_m","sd_Semi_Detached_House_50_m","sd_Semi_Detached_House_100_m","sd_Semi_Detached_House_200_m","sd_Row_House_25_m","sd_Row_House_50_m","sd_Row_House_100_m","sd_Row_House_200_m","sd_App_Duplex_25_m","sd_App_Duplex_50_m","sd_App_Duplex_100_m","sd_App_Duplex_200_m","sd_App_Less_5_Storeys_25_m","sd_App_Less_5_Storeys_50_m","sd_App_Less_5_Storeys_100_m","sd_App_Less_5_Storeys_200_m","sd_App_Over_5_Storeys_25_m","sd_App_Over_5_Storeys_50_m","sd_App_Over_5_Storeys_100_m","sd_App_Over_5_Storeys_200_m","Road_Length_25_m","Road_Length_50_m","Road_Length_100_m","Road_Length_200_m","Dist_to_Nearest_Feeder_m"
"69","2024-11-29","614",4,45.4054346828653,-73.9352981233526,3,3.10404781994171,3.6454895550955,5.52534269853945,5.9910157417349,4.56463009587733,5.0454030398768,6.66964478936366,7.3074195149083,118.3,118.3,118.3,147.918181818182,355,355,355,337.727272727273,20,20,20,18.1818181818182,15,15,15,15.4545454545455,0,0,0,0.227272727272727,5,5,5,6.36363636363636,0,0,0,0,0,0,0,120.175761346546,0,0,0,55.3367549482526,0,0,0,5.81606726902305,0,0,0,6.27084262523339,0,0,0,1.05353527470743,0,0,0,7.49911904621767,0,0,0,0,0,218.811103897752,732.712408457809,3317.3913953167,58.9483452193163
"70","2024-12-08","614",4,45.4062255817288,-73.9347775628497,3,3.79470634070994,5.63362683418231,7.09982055172836,6.80537414315517,6.48418858007207,7.46568078968632,7.073695424236,7.34275655878373,118.3,118.3,118.3,150.756603773585,355,355,355,321.792452830189,20,20,20,16.6037735849057,15,15,15,17.7358490566038,0,0,0,0.188679245283019,5,5,5,9.43396226415094,0,0,0,0,0,0,0,110.815122387616,0,0,0,74.2079610311884,0,0,0,7.58120049008251,0,0,0,9.22819872288659,0,0,0,0.961901237805486,0,0,0,12.0758968992628,0,0,0,0,0,0,25.2659531653019,3819.1481429053,70.885785935795
"71","2024-12-13","614",4,45.4090932508374,-73.9331587021751,3,8.7180525884184,6.57831071903621,5.61250956087473,5.44859858153056,6.90324043946608,6.77661428649724,6.65255497704075,6.9263491901469,201.7,173.9,156.792307692308,198.339215686274,155,221.666666666667,262.692307692308,257.941176470588,0,6.66666666666667,10.7692307692308,10.1960784313726,40,31.6666666666667,26.5384615384615,25.6862745098039,0,0,0,0,40,28.3333333333333,21.1538461538462,20.5882352941176,0,0,0,0,0,48.1510124504148,43.2741351066751,208.531677285185,0,115.470053837925,103.774904332554,100.080849669596,0,11.5470053837925,10.3774904332554,10.097563285948,0,14.4337567297406,12.9718630415693,13.4171385862686,0,0,0,0,0,20.2072594216369,18.160608258197,17.7945794786932,0,0,0,0,267.55502719168,584.310048062488,1771.81470221185,4043.1484901404,49.7341537760265
"72","2024-12-19","614",4,45.407393835919,-73.9302690887148,3,12.3074107223464,10.4469442862715,8.19596180393306,8.57469531839394,8.12861454494305,7.4517735891242,7.15583499091433,7.41162779269631,1200.2,1200.2,1200.2,935.041176470588,180,180,180,173.823529411765,0,0,0,0,0,0,0,9.41176470588235,0,0,0,0.294117647058824,0,0,0,9.41176470588235,0,0,0,0,0,0,0,428.250412341411,0,0,0,10.6107603541932,0,0,0,0,0,0,0,17.13613313509,0,0,0,1.18817705157201,0,0,0,17.13613313509,0,0,0,0,0,162.555729475599,1504.47845053304,5964.85741427785,47.5930764883001
"73","2024-12-22","614",4,45.4051989540208,-73.9339142777175,3,7.12338960696494,6.71527853110605,7.43058409534952,6.10278849212534,6.01391255097118,5.7992523725279,7.39368417291678,7.62044191899345,686.5,260.35,229.190909090909,227.768421052632,175,310,304.090909090909,279.210526315789,0,15,14.5454545454545,12.1052631578947,0,11.25,14.5454545454545,18.5526315789474,5,1.25,0.909090909090909,0.789473684210526,0,3.75,7.27272727272727,12.5,0,0,0,0,0,284.1,227.462812145394,204.301098812067,0,90,87.3446673191381,95.312617324975,0,10,9.34198732993828,9.9071076688057,0,7.5,10.3572548135463,13.2495739215961,0,2.5,2.02259958738973,1.84768510738316,0,2.5,11.037127426019,15.6287157743929,0,0,0,0,307.856010326654,880.752638296703,1872.44243733433,4490.64308186743,152.072217870343
"74","2024-12-29","614",4,45.408077903254,-73.9312029957036,3,11.9727594060956,7.96754316379546,8.68871892014725,7.96267387487677,6.3961653718658,6.50107587624894,7.41444198963245,7.18808884893252,201.7,700.95,700.95,657.674,155,167.5,167.5,174.5,0,0,0,0.8,40,20,20,20.6,0,0,0,0,40,20,20,20.2,0,0,0,0,0,576.484243785841,521.449618415293,506.072279184687,0,14.4337567297406,13.0558241966773,39.2174731985837,0,0,0,3.95897327444315,0,23.094010767585,20.8893187146837,19.8113552266968,0,0,0,0,0,23.094010767585,20.8893187146837,20.0244748204974,0,0,0,0,164.566899353707,383.342231449353,1045.34430864007,6033.53316444534,15.4515285281881
"75","2025-01-10","614",4,45.4081378065878,-73.9328405068691,3,8.33108435823093,9.19322018325716,6.2469215890895,6.56316246922788,6.68053680528177,7.28048067376301,6.55242171900536,6.7990484785916,201.7,201.7,180.85,262.425,155,155,205,242.019230769231,0,0,5,8.46153846153846,40,40,33.75,25.5769230769231,0,0,0,0,40,40,31.25,21.3461538461538,0,0,0,0,0,0,37.7190692066782,311.425635145038,0,0,90.4534033733291,97.9558704933122,0,0,9.04534033733291,9.97734991429173,0,0,11.3066754216661,14.641260732502,0,0,0,0,0,0,15.8293455903326,18.1798041528145,0,0,0,0,40.4806175834264,807.697817207921,1915.98993365073,5084.83905834256,59.6740502461099
"76","2025-01-17","614",4,45.4075123740119,-73.9343143557014,3,6.33621360060516,5.43878396133578,5.64470685491839,5.63058355659963,5.68081300425467,5.80807118653906,6.08640746013197,6.68178022796483,118.3,118.3,118.3,138.756603773585,355,355,355,305.943396226415,20,20,20,15.0943396226415,15,15,15,21.1320754716981,0,0,0,0,5,5,5,13.5849056603774,0,0,0,0,0,0,0,36.22664504644,0,0,0,86.8744485526139,0,0,0,8.68744485526139,0,0,0,10.8593060690767,0,0,0,0,0,0,0,15.2030284967074,0,0,0,0,0,0,693.6083618816,3311.80664475162,19.4973000433387
"77","2025-01-24","614",4,45.4073118091115,-73.9358679009418,3,3.3858759741059,5.28586291052905,5.32424142259462,4.07251003359696,4.75940416333991,5.74936987847527,6.29285908314383,5.91486724944176,118.3,118.3,118.3,118.3,355,355,355,355,20,20,20,20,15,15,15,15,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170.421086386296,110.373998139582
"78","2025-01-31","614",4,45.4081304324316,-73.9308172487908,3,10.7002545696029,9.67075481419649,9.1664178254282,8.24667976968262,6.30705438511954,7.27402444069384,7.52783977289723,7.35064842278104,1200.2,1200.2,892.969230769231,749.896078431373,180,180,172.307692307692,168.725490196078,0,0,0,0,0,0,12.3076923076923,18.0392156862745,0,0,0,0,0,0,12.3076923076923,18.0392156862745,0,0,0,0,0,0,479.663884723138,501.788741189271,0,0,12.0096115353815,12.5635638755451,0,0,0,0,0,0,19.2153784566105,20.1017022008722,0,0,0,0,0,0,19.2153784566105,20.1017022008722,0,0,0,0,154.179387258416,379.85605209739,990.189357107442,5492.15051615025,23.9841666987209
"79","2025-02-07","614",4,45.4073114825084,-73.9353333853602,3,8.90069849013313,7.06727641212257,5.80268658332969,4.7007678819221,4.77845431751857,5.60597741993221,6.30870756178273,6.20799018680455,118.3,118.3,118.3,123.205882352941,355,355,355,343.235294117647,20,20,20,18.8235294117647,15,15,15,16.4705882352941,0,0,0,0,5,5,5,7.05882352941176,0,0,0,0,0,0,0,19.8187932202211,0,0,0,47.5270820628804,0,0,0,4.75270820628803,0,0,0,5.94088525786005,0,0,0,0,0,0,0,8.31723936100406,0,0,0,0,0,0,0,1464.06857553051,68.6609894454299
"80","2025-02-21","614",4,45.4066156303369,-73.9339985175356,3,9.37688523697785,9.37667448230383,8.3353834680033,7.05409080548748,7.23740077537043,7.60247312871151,7.41018238417193,7.23461724183325,118.3,118.3,133.9375,165.4,355,355,317.5,284.285714285714,20,20,16.25,12.8571428571429,15,15,19.6875,22.5,0,0,0,0.178571428571428,5,5,11.5625,16.0714285714286,0,0,0,0,0,0,33.619614810405,108.432769283762,0,0,80.6225774829855,95.8001165848056,0,0,8.06225774829855,9.66987556830457,0,0,10.0778221853732,12.4681412189045,0,0,0,0.936281675898539,0,0,14.1089510595225,16.6437071295126,0,0,0,0,0,228.653773470542,1065.04038824412,4442.49695345621,65.025606711349
"81","2025-02-23","614",4,45.4087161169536,-73.9315654933522,3,10.8268515275439,9.50990287968518,8.41674734921414,7.81164967141051,8.65500427363244,7.67465561327219,7.12299216156046,7.55611448223372,201.7,201.7,451.325,529.798113207547,155,155,161.25,189.905660377358,0,0,0,2.64150943396227,40,40,30,23.1132075471698,0,0,0,0,40,40,30,21.7924528301887,0,0,0,0,0,0,451.588616341345,486.141909279492,0,0,11.3066754216661,66.0236741197205,0,0,0,6.83625611557919,0,0,18.0906806746658,18.6368745082663,0,0,0,0,0,0,18.0906806746658,19.5156332704027,0,0,0,0,0,65.6937598415506,1341.35750227859,6001.58883868262,90.1997824193227
"82","2025-02-28","614",4,45.4077237100781,-73.9320789429812,3,7.18695960168492,5.80864549581492,6.7298989529253,7.83263365806857,6.51470976456629,6.06883417358056,6.4441376853071,7.25333595868003,201.7,201.7,278.507692307692,452.884615384615,155,155,156.923076923077,204.038461538462,0,0,0,4.23076923076923,40,40,36.9230769230769,23.9423076923077,0,0,0,0,40,40,36.9230769230769,21.8269230769231,0,0,0,0,0,0,276.934072965446,459.190884476297,0,0,6.93375245281536,79.668667184283,0,0,0,8.2476743831225,0,0,11.0940039245046,17.6384311488767,0,0,0,0,0,0,11.0940039245046,19.1492805924832,0,0,0,0,0,314.740368916079,1781.05402682686,6374.6689588937,85.7890912164338
"83","2025-03-04","614",4,45.407648909264,-73.9337801579045,3,5.83835612192717,5.43434678567857,5.46806878187556,5.99008319958321,7.1243259642516,6.24755374762275,6.26233562682792,6.71231082199397,118.3,118.3,146.1,149.370588235294,355,355,288.333333333333,280.490196078431,20,20,13.3333333333333,12.5490196078431,15,15,23.3333333333333,24.3137254901961,0,0,0,0,5,5,16.6666666666667,18.0392156862745,0,0,0,0,0,0,41.0633213907054,40.7237488162259,0,0,98.4731927834662,97.6588700628918,0,0,9.84731927834662,9.76588700628918,0,0,12.3091490979333,12.2073587578615,0,0,0,0,0,0,17.2328087371066,17.0903022610061,0,0,0,0,0,329.916343080631,1155.41171416379,3712.43213827929,61.5716912970045
"84","2025-03-07","614",4,45.4079629052433,-73.933083093251,3,10.0631922723805,7.03281575193368,5.87592315303463,6.35841580613844,6.76525463776589,6.68541829753111,6.54558073290617,6.72862605438906,201.7,173.9,173.9,244.037254901961,155,221.666666666667,221.666666666667,243.235294117647,0,6.66666666666667,6.66666666666667,8.62745098039216,40,31.6666666666667,31.6666666666667,26.078431372549,0,0,0,0,40,28.3333333333333,28.3333333333333,21.7647058823529,0,0,0,0,0,48.1510124504148,41.0633213907054,284.591521982496,0,115.470053837925,98.4731927834662,98.5333625195637,0,11.5470053837925,9.84731927834662,10.0039207999938,0,14.4337567297406,12.3091490979333,14.3287726442357,0,0,0,0,0,20.2072594216369,17.2328087371066,18.1058976417013,0,0,0,0,279.873652499213,632.790485430066,1893.09261262617,4916.38096503962,76.3464200512895
"85","2025-03-09","614",4,45.4052505388836,-73.9323810475771,3,4.36756494277708,6.96294932157473,7.97559764224504,6.97236517110489,5.51354715528632,6.96839099000344,8.3968166655679,7.8037299624484,201.7,363.3,422.063636363636,453.1875,155,161.666666666667,164.090909090909,209.125,0,0,0,4.5,40,26.6666666666667,21.8181818181818,17.375,0,1.66666666666667,2.27272727272727,1.5,40,26.6666666666667,21.8181818181818,15.125,0,0,0,0,0,279.899410503131,253.178542821967,369.966916876811,0,11.5470053837925,10.4446593573419,80.1831837028061,0,0,0,8.45804123532521,0,23.094010767585,20.8893187146837,17.794680132715,0,2.88675134594813,2.61116483933547,2.32047740446129,0,23.094010767585,20.8893187146837,18.5875440785434,0,0,0,0,213.8717323783,568.309932373613,2000.00999202371,6074.82344334684,95.0675985231265
"86","2025-03-16","614",4,45.4066284422915,-73.9334512920355,3,12.9338845954165,10.308614461028,9.08225939444394,7.15940701293465,7.80091596667944,7.72652693085708,7.94023192631917,7.24519972576491,118.3,146.1,150.376923076923,175.438461538462,355,288.333333333333,278.076923076923,263.461538461538,20,13.3333333333333,12.3076923076923,10.7692307692308,15,23.3333333333333,24.6153846153846,25,0,0,0,0.192307692307692,5,16.6666666666667,18.4615384615385,19.6153846153846,0,0,0,0,0,48.1510124504148,42.2312316073889,111.051569285283,0,115.470053837925,101.273936708367,99.9094612761408,0,11.5470053837925,10.1273936708367,10.0676445141527,0,14.4337567297406,12.6592420885458,13.2842232831014,0,0,0,0.970919546725772,0,20.2072594216369,17.7229389239642,17.6525883745064,0,0,0,0,296.120730821045,597.976192293962,1770.60437748143,5798.21753439614,62.4367371290254
"87","2024-11-01","616",5,45.4619841184358,-73.6427505653708,3,3.31496030838581,3.34177484224007,4.82254754206016,5.56652164945105,4.53524005015343,4.21334158562641,5.03382215716262,5.49877869498181,4970,8156.75,8156.75,6803.46078431372,65,32.5,32.5,34.6078431372549,125,62.5,62.5,70.2941176470588,0,0,0,0,30,77.5,77.5,72.1568627450981,30,40,40,48.6274509803922,0,100,100,67.3529411764706,0,3679.74194068008,3328.45182070092,3442.71862864675,0,37.5277674973257,33.9451429113611,28.4577430105569,0,72.1687836487032,65.2791209833867,55.7889932218344,0,0,0,0,0,54.8482755730144,49.6121319473739,49.7117179542287,0,11.5470053837925,10.4446593573419,34.4249681390201,0,115.470053837925,104.446593573419,94.8543775541038,676.563566993144,1533.22850241577,4698.83654953328,13757.6194071701,78.3155329465506
"88","2024-11-15","616",5,45.4494160953158,-73.6392122539275,3,6.68937910475271,8.05223668732583,5.7972294583454,5.47839874392566,3.7159478668203,4.51848662573998,4.90975323658896,5.5601744857063,2488.5,2488.5,2488.5,2488.5,110,110,110,110,5,5,5,5,0,0,0,0,60,60,60,60,40,40,40,40,55,55,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390.931226547585,795.464848679604,3196.17533137258,13859.3127205881,178.405413144081
"89","2024-11-18","616",5,45.46079247915,-73.635061466147,3,7.28854776625921,6.66528766836827,7.41028065248146,7.46864932895807,5.44878590666997,5.84076055586627,5.68080634461688,5.9339492805387,13060.3,9106.975,7599.29166666667,6582.13469387755,0,33.75,27.0833333333333,28.469387755102,0,63.75,49.5833333333333,38.8775510204081,0,0,0,0,70,17.5,32.5,35.5102040816327,90,131.25,127.083333333333,120.408163265306,0,0,0,0,0,2635.55,3210.95699483059,3021.6622475297,0,22.5,22.2034327130384,24.2427841848665,0,42.5,43.7689352962772,37.1969043587978,0,0,0,0,0,35,40.7040315179981,40.3144527687133,0,27.5,23.3995273197533,18.4796265827926,0,0,0,0,355.285186861824,1380.33764322846,5784.20973231617,17155.3488879865,69.9600146870786
"90","2024-11-29","616",5,45.4593436817277,-73.6321878969143,3,6.50376819658269,5.92131144885962,5.24244146858736,5.36002438279463,4.28017477466644,4.58594272698063,5.37852819158036,5.67710768728244,13060.3,6189.16666666667,5730.57142857143,4266.2,0,3.33333333333333,2.14285714285714,1.27450980392157,0,0,0,0,0,0,0,0,70,83.3333333333333,71.4285714285714,58.4313725490196,90,100,139.285714285714,191.470588235294,0,0,0,0,0,5950.57601945672,4959.66621324593,4179.03901455825,0,2.88675134594813,2.56776295506548,2.2007128969727,0,0,0,0,0,0,0,0,0,11.5470053837925,23.8124540321439,28.5917854650323,0,8.66025403784439,94.0306239570824,120.732324245196,0,0,0,0,377.018622755237,1039.17794145807,4730.56230665506,9840.72283023562,152.465671793526
"91","2024-12-06","616",5,45.4612760579288,-73.6493710814081,3,4.62441971921016,6.16779925351268,6.07900708878653,5.68853773875136,4.21468089393931,4.86752944696663,5.24710550997747,5.48928030671542,7087.2,7087.2,7087.2,6368.54038461538,60,60,60,56.8269230769231,80,80,80,70.4807692307692,0,0,0,0,40,40,40,56.9230769230769,90,90,90,91.0576923076923,0,0,0,4.23076923076923,0,0,0,1108.71095373201,0,0,0,12.0874609374978,0,0,0,12.2578352447273,0,0,0,0,0,0,0,28.0432761881795,0,0,0,2.06191859578062,0,0,0,8.24767438312249,136.869102684953,1050.0296167139,4708.03497936755,18322.8595911464,153.999368761199
"92","2024-12-13","616",5,45.4558071378196,-73.6345899550036,3,8.66933795196704,7.10158760634461,3.22905334800598,2.92351761878464,0.273782595240369,3.2227156539227,4.06896223359816,4.42912669313436,693.3,693.3,693.3,4049.93725490196,0,0,0,0.490196078431373,0,0,0,0,0,0,0,0,20,20,20,25.0980392156863,360,360,360,344.411764705882,0,0,0,0,0,0,0,8672.61315318424,0,0,0,1.50163309792516,0,0,0,0,0,0,0,0,0,0,0,22.147013254126,0,0,0,83.8012354254013,0,0,0,0,0,0,0,9796.45389772616,194.634617148908
"93","2024-12-18","616",5,45.4572882940175,-73.631512730781,3,6.87264330191901,7.04661220959055,3.97830874412795,2.36917542376089,7.23519360578981,6.97045771984092,5.45123145616847,4.06018524673779,693.3,693.3,693.3,814.494117647059,0,0,0,0.294117647058823,0,0,0,0,0,0,0,0,20,20,20,24.1176470588235,360,360,360,345,0,0,0,0,0,0,0,489.600235870762,0,0,0,1.18817705157201,0,0,0,0,0,0,0,0,0,0,0,16.6344787220081,0,0,0,60.5970296301725,0,0,0,0,0,0,437.003927768333,10006.6207124392,351.927266308133
"94","2024-12-20","616",5,45.4584746091206,-73.6353676536694,3,4.89320695160539,4.23038856084544,5.59285128103398,5.339810786953,4.77375713683424,5.02473934928674,6.41584094498026,6.36326118816136,2753.6,2753.6,2753.6,2740.24230769231,5,5,5,6.53846153846154,0,0,0,5.09615384615385,0,0,0,0,90,90,90,78.3653846153846,105,105,105,129.711538461538,0,0,0,0,0,0,0,1189.372972117,0,0,0,8.66243080149265,0,0,0,20.828204496886,0,0,0,0,0,0,0,27.7545465953223,0,0,0,76.8842615115406,0,0,0,0,0,0,0,9630.37844200843,199.692469724063
"95","2024-12-26","616",5,45.457445366836,-73.6360190637723,3,14.3038871718006,13.2630129860124,6.83818780986511,3.92141832364492,7.99935593837762,8.85162277210723,7.96192457884219,5.76929494734943,2753.6,2753.6,2595.11538461538,2198.90384615385,5,5,4.61538461538461,3.65384615384615,0,0,0,0,0,0,0,0,90,90,84.6153846153846,71.1538461538461,105,105,124.615384615385,173.653846153846,0,0,0,0,0,0,571.42440714142,922.782859118523,0,0,1.38675049056307,2.23943808940087,0,0,0,0,0,0,0,0,0,0,19.414506867883,31.3521332516122,0,0,70.7242750187167,114.211342559444,0,0,0,0,0,81.6239457470849,1677.64644451448,4536.03467554834,323.654125095129
"96","2024-12-31","616",5,45.4554257328486,-73.6324722447483,3,2.14264595364732,2.25795027177771,1.7620067792775,2.28788066302713,3.5914883341748,3.66086121390433,3.21110937377872,3.52821644894542,693.3,693.3,693.3,693.3,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,360,360,360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501.937544381502,1335.58051106735,4726.8492197425,9927.71153017483,286.299537647191
"97","2025-01-04","616",5,45.458543260517,-73.633091221741,3,4.24955967697939,4.28797295456683,5.03265123423537,4.73251041825006,4.24624210547188,5.17188156515351,5.25377524079449,5.35445827124274,2753.6,2753.6,2017.77857142857,3546.82307692308,5,5,3.21428571428571,2.30769230769231,0,0,0,0,0,0,0,0,90,90,65,60,105,105,196.071428571429,200.769230769231,0,0,0,0,0,0,1024.47419923105,4205.51153945351,0,0,2.48622579049423,2.51691112853817,0,0,0,0,0,0,0,0,0,0,34.8071610669193,32.659863237109,0,0,126.797515315206,127.215212955212,0,0,0,0,360.295380704208,1470.52600460373,2996.9605394277,9758.45627568766,170.533605582179
"98","2024-10-26","617",3,45.4098817604245,-73.9338704954127,3,0.220489270582598,0.294737673789334,2.97508285485554,3.64639035052644,0.420468094673558,0.60728109883416,5.56939901557357,6.07081922171969,118.3,118.3,124.257142857143,141.194117647059,355,355,340.714285714286,300.098039215686,20,20,18.5714285714286,14.5098039215686,15,15,16.7857142857143,21.8627450980392,0,0,0,0,5,5,7.5,14.6078431372549,0,0,0,0,0,0,22.2895875754962,37.5890059020704,0,0,53.4522483824849,90.1415009641976,0,0,5.34522483824849,9.01415009641976,0,0,6.68153104781061,11.2676876205247,0,0,0,0,0,0,9.35414346693485,15.7747626687346,0,0,0,0,0,0,752.814837055253,2400.26806283605,150.511369223324
"99","2024-11-01","617",3,45.4104339055299,-73.933080162912,3,6.7025937501549,5.69769428115818,4.47730357947024,4.39584987569067,6.73566646654903,7.15469371510337,6.78693398576328,6.53379427847969,118.3,118.3,146.1,154.276470588235,355,355,288.333333333333,268.725490196078,20,20,13.3333333333333,11.3725490196078,15,15,23.3333333333333,25.7843137254902,0,0,0,0,5,5,16.6666666666667,20.0980392156863,0,0,0,0,0,0,41.0633213907054,41.7163497359742,0,0,98.4731927834662,100.039207999938,0,0,9.84731927834662,10.0039207999938,0,0,12.3091490979333,12.5049009999923,0,0,0,0,0,0,17.2328087371066,17.5068613999892,0,0,0,0,68.7508325497041,322.554832626283,804.349441166919,2725.43657901265,198.202151589737
"100","2024-11-03","617",3,45.411902123162,-73.9296800767233,3,8.04632956839268,7.22555931620671,6.50709528128341,7.53194629932102,6.81259756126664,6.28501322761794,5.951249150327,7.04789410594224,201.7,201.7,432.123076923077,554.111764705882,155,155,160.769230769231,163.823529411765,0,0,0,0,40,40,30.7692307692308,25.8823529411765,0,0,0,0,40,40,30.7692307692308,25.8823529411765,0,0,0,0,0,0,437.871216139034,481.91584022402,0,0,10.9632252413379,12.0659949980977,0,0,0,0,0,0,17.5411603861406,19.3055919969562,0,0,0,0,0,0,17.5411603861406,19.3055919969562,0,0,0,0,0,0,1319.098749384,3984.27876716329,54.7917012052051
"101","2024-11-10","617",3,45.414629576497,-73.9323985838324,3,3.24513239190439,4.54692713986121,3.63573543579566,2.89725556186768,2.58392960823278,4.24318711873108,3.68753916150346,3.52296396902507,201.7,180.85,169.623076923077,164.088235294118,155,205,231.923076923077,245.196078431373,0,5,7.69230769230769,9.01960784313726,40,33.75,30.3846153846154,28.7254901960784,0,0,0,0,40,31.25,26.5384615384615,24.2156862745098,0,0,0,0,0,41.7,42.2312316073889,41.9120490888184,0,100,101.273936708367,100.508511004361,0,10,10.1273936708367,10.0508511004361,0,12.5,12.6592420885458,12.5635638755451,0,0,0,0,0,17.5,17.7229389239642,17.5889894257631,0,0,0,0,11.2714165916255,173.517028098182,387.364976401904,3803.66329644822,252.267651575325
"102","2024-11-17","617",3,45.4100654411922,-73.9362621364967,3,0.402534442154199,1.37189030113151,0.939011636932631,1.87771727313074,1.00940517428739,2.72012403172857,2.19383382880929,3.95364404901649,118.3,118.3,118.3,118.3,355,355,355,355,20,20,20,20,15,15,15,15,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2717.16999942946,295.191094168114
"103","2024-11-24","617",3,45.4112085914685,-73.9317289421177,3,0.46346078419661,3.17693946542141,4.16750659129216,5.77543347580872,0.74240682643605,5.81538251843893,6.14040632845787,7.03488237345098,201.7,201.7,189.785714285714,198.38431372549,155,155,183.571428571429,210.392156862745,0,0,2.85714285714286,5.49019607843137,40,40,36.4285714285714,32.3529411764706,0,0,0,0,40,40,35,29.6078431372549,0,0,0,0,0,0,30.2855857347469,147.906687303244,0,0,72.6273039202563,89.9046335694379,0,0,7.26273039202563,9.01415009641976,0,0,9.07841299003204,12.1389019757337,0,0,0,0,0,0,12.7097781860449,16.2740018819866,0,0,0,0,0,0,562.688072651779,3179.53054081834,132.204963505117
"104","2024-11-24","617",3,45.4082170083884,-73.9308236084547,3,9.35510930951856,10.0500519748253,9.42329800654922,8.27942879484697,6.5958395453942,7.61425240322421,7.55267213334851,7.3840152731176,1200.2,1200.2,927.881818181818,749.896078431373,180,180,173.181818181818,168.725490196078,0,0,0,0,0,0,10.9090909090909,18.0392156862745,0,0,0,0,0,0,10.9090909090909,18.0392156862745,0,0,0,0,0,0,466.398717447169,501.788741189271,0,0,11.6774841624228,12.5635638755451,0,0,0,0,0,0,18.6839746598766,20.1017022008722,0,0,0,0,0,0,18.6839746598766,20.1017022008722,0,0,0,0,163.377010118331,383.557701508454,917.909973984556,5556.51720089722,30.8228245821991
"105","2024-11-29","617",3,45.4100223777826,-73.9308615706396,3,6.63490821581996,7.00967793210421,8.38383771886437,8.0344393441609,6.52750907611795,6.61007251487916,8.13777947176684,7.6934658453173,201.7,201.7,368.116666666667,483.313461538462,155,155,159.166666666667,177.596153846154,0,0,0,1.53846153846154,40,40,33.3333333333333,26.5384615384615,0,0,0,0,40,40,33.3333333333333,25.7692307692308,0,0,0,0,0,0,388.66559787264,461.432905083356,0,0,9.73123680201904,52.9195688685269,0,0,0,5.3813823519705,0,0,15.5699788832305,18.298678339139,0,0,0,0,0,0,15.5699788832305,18.9784350112203,0,0,0,0,282.357445149533,595.385443604977,1241.00861235852,5031.39048861281,98.2017704767477
"106","2024-12-06","617",3,45.4100772379228,-73.927948923158,3,8.15380206093511,9.82303823812916,8.35387108833054,8.0444242022093,6.45707600613035,7.45884003039651,7.24031299177891,7.30103293071565,1200.2,1200.2,1200.2,1082.72941176471,180,180,180,177.058823529412,0,0,0,0,0,0,0,4.70588235294118,0,0,0,0,0,0,0,4.70588235294118,0,0,0,0,0,0,0,324.907593197892,0,0,0,8.1348921681996,0,0,0,0,0,0,0,13.0158274691194,0,0,0,0,0,0,0,13.0158274691194,0,0,0,0,225.062232855951,777.421037590178,1639.30321406674,5527.22859423308,30.2079805718813
