Lon,Lat,Station_ID,Date,Year,Month,Day,Max_temp,Min_temp,Mean_temp,Total_precip,Snow_on_grnd,Speed_max_gust_wind,,,,,,,,,,
-73.74,45.47,PETI,2022-09-23,2022,9,23,,,,0,0,0,,,,,,,,,,
-73.74,45.47,PETI,2022-09-24,2022,9,24,19,6.2,12.6,0,0,38,,,,,,,,,,
-73.74,45.47,PETI,2022-09-25,2022,9,25,17.4,11.6,14.5,0,0,0,,,,,,,,,,
-73.74,45.47,PETI,2022-09-26,2022,9,26,18.3,12.3,15.3,2.3,0,0,,,,,,,,,,
-73.74,45.47,PETI,2022-09-27,2022,9,27,16.4,11.4,13.9,8.3,0,42,,,,,,,,,,
-73.74,45.47,PETI,2022-09-28,2022,9,28,17.3,10.3,13.8,0,0,35,,,,,,,,,,
-73.74,45.47,PETI,2022-09-29,2022,9,29,13.8,5.1,9.5,0,0,0,,,,,,,,,,
-73.74,45.47,PETI,2022-09-30,2022,9,30,16.9,5,10.9,0,0,0,,,,,,,,,,
-73.74,45.47,PETI,2022-10-01,2022,10,1,17.3,7.7,12.5,0.2,0,44,,,,,,,,,,
-73.74,45.47,PETI,2022-10-02,2022,10,2,12.8,2.2,7.5,0,0,43,,,,,,,,,,
-73.74,45.47,PETI,2022-10-03,2022,10,3,14.9,1.5,8.2,0,0,0,,,,,,,,,,
-73.74,45.47,PETI,2022-10-04,2022,10,4,17.5,1.5,9.5,0,0,0,,,,,,,,,,
-73.74,45.47,PETI,2022-10-05,2022,10,5,20.2,1.7,11,0.2,0,0,,,,,,,,,,
-73.74,45.47,PETI,2022-10-06,2022,10,6,22.8,10.6,16.7,0.3,0,0,,,,,,,,,,
-73.74,45.47,PETI,2022-10-07,2022,10,7,16.5,3.7,10.1,0,0,45,,,,,,,,,,
-73.74,45.47,PETI,2022-10-08,2022,10,8,9.8,1.6,5.7,0,0,54,,,,,,,,,,
-73.74,45.47,PETI,2022-10-09,2022,10,9,13.1,1.7,7.4,1.2,0,39,,,,,,,,,,
-73.74,45.47,PETI,2022-10-10,2022,10,10,11.4,1.2,6.3,0,0,0,,,,,,,,,,
-73.74,45.47,PETI,2022-10-11,2022,10,11,16,3,9.5,0,0,0,,,,,,,,,,
-73.74,45.47,PETI,2022-10-12,2022,10,12,20.3,7.3,13.8,0.2,0,36,,,,,,,,,,
-73.74,45.47,PETI,2022-10-13,2022,10,13,18.7,11.2,14.9,17.9,0,59,,,,,,,,,,
-73.74,45.47,PETI,2022-10-14,2022,10,14,16.1,6,11,8.6,0,0,,,,,,,,,,
-73.74,45.47,PETI,2022-10-15,2022,10,15,18,4,11,0,0,51,,,,,,,,,,
-73.74,45.47,PETI,2022-10-16,2022,10,16,14.3,5.2,9.8,0,0,0,,,,,,,,,,
-73.74,45.47,PETI,2022-10-17,2022,10,17,15.4,8.2,11.8,2.2,0,44,,,,,,,,,,
-73.74,45.47,PETI,2022-10-18,2022,10,18,12.6,3.4,8,2.3,0,0,,,,,,,,,,
-73.74,45.47,PETI,2022-10-19,2022,10,19,10.5,1.1,5.8,0,0,40,,,,,,,,,,
-73.74,45.47,PETI,2022-10-20,2022,10,20,7.6,4.7,6.2,1.1,0,56,,,,,,,,,,
-73.74,45.47,PETI,2022-10-21,2022,10,21,14.8,5.2,10,0,0,38,,,,,,,,,,
-73.74,45.47,PETI,2022-10-22,2022,10,22,22,5,13.5,0,0,0,,,,,,,,,,
-73.74,45.47,PETI,2022-10-23,2022,10,23,20.9,5.8,13.3,0.2,0,0,,,,,,,,,,
-73.74,45.47,PETI,2022-10-24,2022,10,24,20,9.2,14.6,0,0,0,,,,,,,,,,
-73.74,45.47,PETI,2022-10-25,2022,10,25,25,11.5,18.2,0,0,35,,,,,,,,,,
-73.74,45.47,PETI,2022-10-26,2022,10,26,24.2,14.9,19.5,3,0,44,,,,,,,,,,
-73.74,45.47,PETI,2022-10-27,2022,10,27,15.6,0.5,8.1,0,0,55,,,,,,,,,,
-73.74,45.47,PETI,2022-10-28,2022,10,28,9.3,-1.2,4,0,0,0,,,,,,,,,,
-73.74,45.47,PETI,2022-10-29,2022,10,29,14.4,-0.9,6.7,0,0,0,,,,,,,,,,
-73.74,45.47,PETI,2022-10-30,2022,10,30,16.5,4.2,10.4,0,0,0,,,,,,,,,,
-73.74,45.47,PETI,2022-10-31,2022,10,31,15.5,3.7,9.6,0,0,0,,,,,,,,,,
-73.74,45.47,PETI,2022-11-01,2022,11,1,14.6,9.3,11.9,2.1,0,0,,,,,,,,,,
-73.74,45.47,PETI,2022-11-02,2022,11,2,14.5,3.4,8.9,0,0,0,,,,,,,,,,
-73.74,45.47,PETI,2022-11-03,2022,11,3,17.2,2.9,10,0,0,0,,,,,,,,,,
-73.74,45.47,PETI,2022-11-04,2022,11,4,20.5,6.9,13.7,0,0,0,,,,,,,,,,
-73.74,45.47,PETI,2022-11-05,2022,11,5,24.2,10.5,17.4,0,0,37,,,,,,,,,,
-73.74,45.47,PETI,2022-11-06,2022,11,6,21.4,15.2,18.3,6.6,0,41,,,,,,,,,,
-73.74,45.47,PETI,2022-11-07,2022,11,7,15.4,6.8,11.1,0,0,61,,,,,,,,,,
-73.74,45.47,PETI,2022-11-08,2022,11,8,7.4,-3,2.2,0,0,39,,,,,,,,,,
-73.74,45.47,PETI,2022-11-09,2022,11,9,8.9,-3.6,2.7,0,0,0,,,,,,,,,,
-73.74,45.47,PETI,2022-11-10,2022,11,10,17.2,7.6,12.4,0,0,0,,,,,,,,,,
-73.74,45.47,PETI,2022-11-11,2022,11,11,16.8,7.1,12,38.8,0,0,,,,,,,,,,
-73.74,45.47,PETI,2022-11-12,2022,11,12,14.8,6.8,10.8,26.6,0,44,,,,,,,,,,
-73.74,45.47,PETI,2022-11-13,2022,11,13,7.1,-1.9,2.6,0.2,0,37,,,,,,,,,,
-73.74,45.47,PETI,2022-11-14,2022,11,14,2.2,-2.2,0,0,0,40,,,,,,,,,,
-73.74,45.47,PETI,2022-11-15,2022,11,15,1.3,-3.9,-1.3,0,0,0,,,,,,,,,,
-73.74,45.47,PETI,2022-11-16,2022,11,16,0.7,-0.8,-0.1,9.9,0,33,,,,,,,,,,
-73.74,45.47,PETI,2022-11-17,2022,11,17,-0.6,-5.8,-3.2,0,7,51,,,,,,,,,,
-73.74,45.47,PETI,2022-11-18,2022,11,18,-2.1,-7.3,-4.7,1.1,6,46,,,,,,,,,,
-73.74,45.47,PETI,2022-11-19,2022,11,19,1.5,-3,-0.8,0.8,8,50,,,,,,,,,,
-73.74,45.47,PETI,2022-11-20,2022,11,20,-1,-8.9,-4.9,0.2,5,68,,,,,,,,,,
-73.74,45.47,PETI,2022-11-21,2022,11,21,4.2,-9.7,-2.8,0,4,56,,,,,,,,,,
-73.74,45.47,PETI,2022-11-22,2022,11,22,0.8,-6.4,-2.8,0,3,48,,,,,,,,,,
-73.74,45.47,PETI,2022-11-23,2022,11,23,2.4,-4.1,-0.9,0,3,0,,,,,,,,,,
-73.74,45.47,PETI,2022-11-24,2022,11,24,2.8,-4.5,-0.9,0,3,0,,,,,,,,,,
-73.74,45.47,PETI,2022-11-25,2022,11,25,5.5,-2.8,1.3,4,2,43,,,,,,,,,,
-73.74,45.47,PETI,2022-11-26,2022,11,26,8.6,0.8,4.7,0,0,37,,,,,,,,,,
-73.74,45.47,PETI,2022-11-27,2022,11,27,10.7,2.9,6.8,3.2,0,32,,,,,,,,,,
-73.74,45.47,PETI,2022-11-28,2022,11,28,5.4,-1.2,2.1,0.5,0,37,,,,,,,,,,
-73.74,45.47,PETI,2022-11-29,2022,11,29,1.5,-2,-0.2,0,0,31,,,,,,,,,,
-73.74,45.47,PETI,2022-11-30,2022,11,30,8.5,0.8,4.6,15.6,0,66,,,,,,,,,,
-73.74,45.47,PETI,2022-12-01,2022,12,1,1.8,-3.6,-0.9,0.3,0,58,,,,,,,,,,
-73.74,45.47,PETI,2022-12-02,2022,12,2,4.2,-3.9,0.1,0,0,43,,,,,,,,,,
-73.74,45.47,PETI,2022-12-03,2022,12,3,10.4,-0.8,4.8,6.6,0,74,,,,,,,,,,
-73.74,45.47,PETI,2022-12-04,2022,12,4,1.1,-5.1,-2,0.2,0,43,,,,,,,,,,
-73.74,45.47,PETI,2022-12-05,2022,12,5,5.9,0.4,3.1,0,0,42,,,,,,,,,,
-73.74,45.47,PETI,2022-12-06,2022,12,6,8.2,2.7,5.5,15.2,0,33,,,,,,,,,,
-73.74,45.47,PETI,2022-12-07,2022,12,7,10,4.5,7.3,7.9,0,0,,,,,,,,,,
-73.74,45.47,PETI,2022-12-08,2022,12,8,5.6,-2.3,1.6,0.2,0,0,,,,,,,,,,
-73.74,45.47,PETI,2022-12-09,2022,12,9,-1.1,-9.1,-5.1,0.2,0,36,,,,,,,,,,
-73.74,45.47,PETI,2022-12-10,2022,12,10,-4.7,-10.3,-7.5,0,0,44,,,,,,,,,,
-73.74,45.47,PETI,2022-12-11,2022,12,11,-4.3,-8.3,-6.3,0,0,36,,,,,,,,,,
-73.74,45.47,PETI,2022-12-12,2022,12,12,-2.8,-9.9,-6.3,0,0,31,,,,,,,,,,
-73.74,45.47,PETI,2022-12-13,2022,12,13,0.4,-9,-4.3,0,0,38,,,,,,,,,,
-73.74,45.47,PETI,2022-12-14,2022,12,14,2.9,-9.3,-3.2,0,0,0,,,,,,,,,,
-73.74,45.47,PETI,2022-12-15,2022,12,15,5.6,0.8,3.2,0,0,38,,,,,,,,,,
-73.74,45.47,PETI,2022-12-16,2022,12,16,2.2,-0.8,0.7,11.4,1,38,,,,,,,,,,
-73.74,45.47,PETI,2022-12-17,2022,12,17,-0.1,-0.6,-0.4,8.8,20,0,,,,,,,,,,
-73.74,45.47,PETI,2022-12-18,2022,12,18,-0.5,-2.4,-1.4,0,28,0,,,,,,,,,,
-73.74,45.47,PETI,2022-12-19,2022,12,19,0.3,-4.1,-1.9,0.3,25,0,,,,,,,,,,
-73.74,45.47,PETI,2022-12-20,2022,12,20,-1.8,-5,-3.4,0,23,0,,,,,,,,,,
-73.74,45.47,PETI,2022-12-21,2022,12,21,1.5,-8.5,-3.5,0,21,36,,,,,,,,,,
-73.74,45.47,PETI,2022-12-22,2022,12,22,-2.1,-8.5,-5.3,3.6,19,36,,,,,,,,,,
-73.74,45.47,PETI,2022-12-23,2022,12,23,8.3,-9.7,-0.7,20.2,21,88,,,,,,,,,,
-73.74,45.47,PETI,2022-12-24,2022,12,24,-7,-9.7,-8.4,0.2,11,74,,,,,,,,,,
-73.74,45.47,PETI,2022-12-25,2022,12,25,-3.3,-7.6,-5.4,0.5,10,59,,,,,,,,,,
-73.74,45.47,PETI,2022-12-26,2022,12,26,-2.8,-8.8,-5.8,0.2,14,39,,,,,,,,,,
-73.74,45.47,PETI,2022-12-27,2022,12,27,-3.2,-9.4,-6.3,1.1,14,34,,,,,,,,,,
-73.74,45.47,PETI,2022-12-28,2022,12,28,0.1,-3.9,-1.9,4.5,16,0,,,,,,,,,,
-73.74,45.47,PETI,2022-12-29,2022,12,29,6.1,-2.9,1.6,0.5,18,0,,,,,,,,,,
-73.74,45.47,PETI,2022-12-30,2022,12,30,8.4,3.2,5.8,1,10,0,,,,,,,,,,
-73.74,45.47,PETI,2022-12-31,2022,12,31,7.7,3.7,5.7,13.3,1,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-01-01,2023,1,1,4,0.5,2.3,3.5,2,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-01-02,2023,1,2,3.7,0,1.9,0.5,1,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-01-03,2023,1,3,3.9,0.3,2.1,0,0,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-01-04,2023,1,4,2.7,-3.8,-0.6,8.1,0,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-01-05,2023,1,5,-2.6,-4.7,-3.7,0.3,0,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-01-06,2023,1,6,1,-4.4,-1.7,5.1,0,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-01-07,2023,1,7,0.3,-8,-3.9,0,0,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-01-08,2023,1,8,-2.9,-9.1,-6,0.2,0,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-01-09,2023,1,9,0,-5.2,-2.6,0.2,0,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-01-10,2023,1,10,-3.4,-11.1,-7.2,0.2,0,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-01-11,2023,1,11,-7.7,-14,-10.8,0,0,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-01-12,2023,1,12,-2.4,-8.7,-5.5,11.7,0,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-01-13,2023,1,13,-0.7,-5.5,-3.1,10.7,14,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-01-14,2023,1,14,-5.4,-15.3,-10.4,0.3,26,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-01-15,2023,1,15,-5.5,-17.6,-11.5,0.7,24,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-01-16,2023,1,16,-5.9,-19.3,-12.6,0,23,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-01-17,2023,1,17,-2.3,-12.4,-7.3,0.9,22,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-01-18,2023,1,18,1.1,-4.3,-1.6,1.5,22,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-01-19,2023,1,19,0,-3.4,-1.7,4.5,21,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-01-20,2023,1,20,-1.7,-8.3,-5,2.7,28,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-01-21,2023,1,21,-1.1,-6.1,-3.6,0.5,31,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-01-22,2023,1,22,-0.4,-2.9,-1.7,1.5,30,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-01-23,2023,1,23,-0.6,-2.8,-1.7,0.2,30,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-01-24,2023,1,24,1.8,-10.6,-4.4,0.5,28,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-01-25,2023,1,25,-5.9,-12.7,-9.3,13.1,26,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-01-26,2023,1,26,-4,-8,-6,3.5,44,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-01-27,2023,1,27,-2.5,-13.4,-8,0.7,43,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-01-28,2023,1,28,2.6,-8,-2.7,1.2,42,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-01-29,2023,1,29,-3.9,-11.6,-7.7,7.6,42,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-01-30,2023,1,30,-8,-10.5,-9.3,2.4,45,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-01-31,2023,1,31,-8.9,-23.5,-16.2,0.4,50,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-02-01,2023,2,1,-5.9,-29.1,-17.5,2.1,48,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-02-02,2023,2,2,-0.7,-14.4,-7.5,0.5,47,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-02-03,2023,2,3,-14.2,-28.3,-21.3,0.7,44,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-02-04,2023,2,4,-15.5,-30.2,-22.9,0,43,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-02-05,2023,2,5,-7.6,-18.6,-13.1,1.8,43,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-02-06,2023,2,6,-1.7,-15.1,-8.4,0,44,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-02-07,2023,2,7,1.3,-17.2,-7.9,1.8,43,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-02-08,2023,2,8,4.2,-4.8,-0.3,0,45,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-02-09,2023,2,9,2.1,-8.1,-3,15,41,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-02-10,2023,2,10,5.7,-2.7,1.5,2,39,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-02-11,2023,2,11,-0.8,-7,-3.9,0.4,36,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-02-12,2023,2,12,1.8,-6.6,-2.4,0,35,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-02-13,2023,2,13,4.6,-6.5,-0.9,0,35,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-02-14,2023,2,14,5.4,-3.8,0.8,0,34,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-02-15,2023,2,15,10.1,-3.6,3.2,3,33,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-02-16,2023,2,16,6.5,-2.3,2.1,0,26,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-02-17,2023,2,17,-2.3,-12.7,-7.5,9.6,24,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-02-18,2023,2,18,-0.1,-14.6,-7.4,0,26,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-02-19,2023,2,19,5.4,-4,0.7,0,25,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-02-20,2023,2,20,5.5,-9.2,-1.9,0,25,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-02-21,2023,2,21,-5.6,-14.6,-10.1,1.1,24,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-02-22,2023,2,22,-5.9,-11.8,-8.9,0,25,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-02-23,2023,2,23,-9.5,-12.6,-11.1,2.4,24,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-02-24,2023,2,24,-10.5,-19.2,-14.9,0.2,24,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-02-25,2023,2,25,-12.5,-23.4,-18,0.7,24,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-02-26,2023,2,26,-8,-18.7,-13.4,1.1,25,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-02-27,2023,2,27,-5.4,-17.8,-11.6,0,27,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-02-28,2023,2,28,0.6,-6.8,-3.1,11.3,28,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-03-01,2023,3,1,2.8,-4.9,-1,0,38,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-03-02,2023,3,2,1.1,-5.8,-2.3,2.2,37,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-03-03,2023,3,3,-2.7,-14.2,-8.5,0.2,38,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-03-04,2023,3,4,-1.2,-7.4,-4.3,9.3,47,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-03-05,2023,3,5,4.3,-4.3,0,0,53,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-03-06,2023,3,6,4.2,-3.6,0.3,0,46,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-03-07,2023,3,7,-2,-6.7,-4.4,0,43,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-03-08,2023,3,8,0.4,-5.5,-2.5,0,43,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-03-09,2023,3,9,0.9,-5.3,-2.2,0,42,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-03-10,2023,3,10,-0.9,-11,-6,0,40,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-03-11,2023,3,11,3.3,-7.5,-2.1,0,40,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-03-12,2023,3,12,3.6,-10.7,-3.5,0,39,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-03-13,2023,3,13,3.7,-4.3,-0.3,0,38,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-03-14,2023,3,14,2.8,0.3,1.6,4,37,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-03-15,2023,3,15,5.4,-1.4,2,0,34,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-03-16,2023,3,16,1.7,-1.1,0.3,0.4,32,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-03-17,2023,3,17,6.2,1.1,3.7,11,32,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-03-18,2023,3,18,3.2,-3.6,-0.2,0,28,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-03-19,2023,3,19,-3.5,-7.1,-5.3,0,27,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-03-20,2023,3,20,4,-3.9,0.1,0,26,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-03-21,2023,3,21,3.9,-3.6,0.1,0,25,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-03-22,2023,3,22,1,-6,-2.5,0,24,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-03-23,2023,3,23,2,-1,0.5,8.8,24,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-03-24,2023,3,24,3.2,-4.5,-0.6,0,23,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-03-25,2023,3,25,2.3,-5.6,-1.7,12.7,22,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-03-26,2023,3,26,4.8,1.8,3.3,0.2,25,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-03-27,2023,3,27,6.9,-1.9,2.5,0,22,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-03-28,2023,3,28,2.7,-5.5,-1.4,0,19,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-03-29,2023,3,29,9.1,-7.3,0.9,1.1,18,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-03-30,2023,3,30,-0.3,-8.1,-4.2,0.2,13,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-03-31,2023,3,31,3.3,-5.8,-1.2,3.6,12,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-04-01,2023,4,1,8.9,1,4.9,10.1,14,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-04-02,2023,4,2,1.1,-7.9,-3.4,0,6,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-04-03,2023,4,3,7.1,-2.8,2.1,0,5,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-04-04,2023,4,4,10.1,-2.5,3.8,0,4,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-04-05,2023,4,5,0.2,-2.6,-1.2,21.1,0,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-04-06,2023,4,6,,,,0,0,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-04-07,2023,4,7,3.8,-2.5,0.6,0,0,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-04-08,2023,4,8,5.5,-4.4,0.5,0,0,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-04-09,2023,4,9,10.3,-3.3,3.5,0,0,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-04-10,2023,4,10,17.4,1.2,9.3,0,0,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-04-11,2023,4,11,16.7,9.7,13.2,0,0,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-04-12,2023,4,12,16,7.7,11.9,0,0,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-04-13,2023,4,13,27,3.6,15.3,0,0,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-04-14,2023,4,14,20.1,10.4,15.2,0,0,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-04-15,2023,4,15,24,7.1,15.6,0,0,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-04-16,2023,4,16,24.6,6.6,15.6,0,0,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-04-17,2023,4,17,12.4,6,9.2,10.9,0,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-04-18,2023,4,18,9.7,2.8,6.3,0,0,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-04-19,2023,4,19,5.9,1.8,3.9,0.2,0,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-04-20,2023,4,20,9.5,0.6,5,0,0,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-04-21,2023,4,21,15.7,2.7,9.2,0,0,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-04-22,2023,4,22,19.5,7.6,13.5,0,0,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-04-23,2023,4,23,11.3,6.9,9.1,22.4,0,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-04-24,2023,4,24,8.6,3.2,5.9,1.5,0,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-04-25,2023,4,25,10.8,2.8,6.8,0,0,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-04-26,2023,4,26,9.2,-0.2,4.5,1,0,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-04-27,2023,4,27,13,-0.3,6.4,0.2,0,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-04-28,2023,4,28,18.6,1,9.8,0,0,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-04-29,2023,4,29,15.1,7.6,11.3,5.6,0,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-04-30,2023,4,30,14.6,7.3,10.9,10,0,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-05-01,2023,5,1,12.4,6.1,9.2,18,0,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-05-02,2023,5,2,13.5,5.9,9.7,7.7,0,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-05-03,2023,5,3,9.5,6.3,7.9,0.5,0,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-05-04,2023,5,4,12,5.9,8.9,0,0,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-05-05,2023,5,5,17.1,6,11.5,0,0,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-05-06,2023,5,6,22.7,7.3,15,0,0,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-05-07,2023,5,7,22.6,9.1,15.9,0,0,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-05-08,2023,5,8,17.6,7,12.3,0,0,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-05-09,2023,5,9,16.7,2.6,9.6,0,0,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-05-10,2023,5,10,23,4.6,13.8,0,0,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-05-11,2023,5,11,25.9,10.4,18.2,0,0,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-05-12,2023,5,12,26,14.2,20.1,0,0,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-05-13,2023,5,13,20.4,6.4,13.4,0,0,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-05-14,2023,5,14,17.8,4.7,11.3,0,0,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-05-15,2023,5,15,22.1,8.1,15.1,0,0,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-05-16,2023,5,16,16,3.7,9.8,3.2,0,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-05-17,2023,5,17,9.4,1.4,5.4,0,0,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-05-18,2023,5,18,15.5,0.2,7.9,0,0,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-05-19,2023,5,19,24.6,3,13.8,0,0,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-05-20,2023,5,20,21.2,13.9,17.6,5.4,0,0,,,,,,,,,,
-73.93,45.43,SADB_1,2023-05-21,2023,5,21,22.7,9.1,15.9,0.2,0,0,,,,,,,,,,
